"Airline","Departure","Destination","distance_km"
"AK","KUL","CMB","2466.898"
"PK","ISB","DXB","1925.521"
"GS","AQG","HAK","1356.025"
"WN","PDX","OAK","875.373"
"WK","RAK","ZRH","2255.433"
"WS","ZIH","YYC","3888.516"
"J4","EGN","KRT","1110.468"
"MS","HMB","CAI","421.515"
"ZH","PEK","DAX","1292.855"
"TK","ESB","OGU","439.642"
"AA","MIA","SDF","1468.624"
"FO","TAI","SAH","199.261"
"ZH","CAN","JJN","559.252"
"UP","BWI","FPO","1415.517"
"AI","DEL","IDR","662.858"
"W6","MLA","BUD","1346.083"
"BX","TYN","PUS","1484.203"
"LA","JFK","LIM","5865.782"
"PC","AYT","BLL","2651.161"
"FR","BGY","OTP","1288.775"
"BM","NWI","ABZ","550.023"
"LO","KTW","FRA","748.165"
"AA","DAY","ORF","774.253"
"AC","FRA","NAP","1109.86"
"LA","LIM","JAU","180.501"
"TO","NTE","TLS","455.448"
"PZ","ASU","SCL","1571.271"
"FR","SCQ","BGY","1471.613"
"9K","TBN","STL","190.917"
"5J","TUG","MNL","356.799"
"TR","SIN","MEL","6033.041"
"9H","XIY","HFE","849.033"
"FR","TSF","TPS","860.658"
"5J","MNL","HKG","1145.858"
"G9","HYD","SHJ","2534.384"
"FR","CIA","EMA","1608.728"
"CZ","DAD","CGO","2130.187"
"VY","LPA","OVD","1929.154"
"LJ","PUS","DAD","2962.161"
"FR","BLQ","OTP","1170.818"
"5Z","ELL","JNB","274.087"
"TP","RAK","LIS","803.97"
"OA","SKG","HER","607.652"
"3K","DRW","SIN","3339.123"
"US","SJD","PHX","1165.049"
"W6","BUD","PRN","557.761"
"CX","CDG","BOM","6993.626"
"FR","ALC","EXT","1402.735"
"NT","VDE","TFN","168.754"
"QZ","KUL","SUB","1666.819"
"BE","PMI","EXT","1332.649"
"Q6","ULP","WNR","207.111"
"CZ","NNG","WNH","410.456"
"4Z","JNB","FBM","1619.389"
"G5","TSN","CHG","374.907"
"9W","VNS","CCU","646.922"
"FR","PMF","TPS","790.072"
"AB","NUE","AYT","2114.058"
"QW","WNZ","XIY","1359.675"
"LT","HRB","CKG","2457.899"
"CZ","SJW","SHE","836.245"
"FR","EDI","SVQ","2069.272"
"UA","GUM","OKJ","2608.652"
"AK","KUL","SIN","297.472"
"TOM","MAN","AGA","2624.945"
"TK","MRA","IST","1570.282"
"VY","BCN","SVG","1970.502"
"DY","PMI","ARN","2474.763"
"AB","FRA","TXL","431.682"
"CA","PEK","TYN","429.481"
"U2","CDG","CTA","1631.44"
"BE","EDI","KOI","335.617"
"R3","KJA","YKS","2191.146"
"MU","XMN","TNA","1371.917"
"9K","EIS","SJU","153.882"
"LM","KOI","EDI","335.617"
"FR","TSF","BCN","947.863"
"VN","SGN","CAN","1565.613"
"MU","FCO","AMS","1296.821"
"IB","BOS","LHR","5239.65"
"HV","LJU","AMS","974.429"
"MS","JED","LXR","792.503"
"P6","YGV","YZV","188.812"
"UA","MDE","MIA","2243.032"
"IX","PNQ","DXB","2050.223"
"G4","LAS","TUL","1727.084"
"V7","FUE","NTE","2334.973"
"SK","SIN","CPH","9967.636"
"GF","BAH","COK","3246.989"
"LS","RHO","MAN","3006.753"
"VY","ORY","BLQ","823.575"
"WK","LAS","ZRH","9171.909"
"DE","YYC","FRA","7528.452"
"IB","MRS","BCN","351.248"
"B6","BOS","BNA","1514.294"
"U2","SSH","LTN","3916.146"
"VA","BNE","MEL","1380.854"
"FY","PEN","USM","473.245"
"ZH","PEK","NDG","989.866"
"J9","CAI","KWI","1601.906"
"AQ","CAN","WUX","1142.387"
"DY","GOT","FCO","1763.834"
"TP","AMS","OPO","1594.973"
"WS","YXE","YYC","518.355"
"TOM","AGA","MAN","2624.945"
"DL","IAD","CDG","6197.546"
"AR","EZE","RES","821.241"
"AA","EIS","SJU","153.882"
"QF","BNE","SIN","6142.694"
"K5","BNA","AHN","389.401"
"AF","LLW","LUN","598.496"
"SK","VBY","ARN","222.555"
"ZH","CAN","DAX","1037.259"
"LA","LIM","COR","2521.726"
"NK","DFW","SAN","1880.431"
"AR","EZE","ASU","1069.949"
"UA","DEN","PIA","1272.629"
"UQ","BAR","HFE","1563.549"
"KA","HKG","CAN","136.012"
"DL","BOS","MKE","1380.522"
"VY","FCO","ALC","1156.117"
"LY","BUD","TLV","2165.077"
"FR","MAN","CFU","2268.34"
"AF","SCL","CDG","11672.85"
"AF","TLS","CDG","605.509"
"OZ","FRA","ICN","8543.151"
"DP","LED","NBC","1372.886"
"GF","BAH","SAH","1372.161"
"MU","XIY","XNN","649.802"
"UK","DEL","PNQ","1156.465"
"F9","PVR","DEN","2133.612"
"NH","OKA","KMI","731.824"
"CA","HGH","NNG","1484.662"
"AB","TXL","ORY","878.286"
"CZ","TYN","DAT","267.639"
"QG","BDO","PKU","1064.274"
"AC","FRA","YYC","7528.452"
"TK","ESB","SAW","323.128"
"SA","JNB","DXB","6413.101"
"AD","VCP","PNZ","1670.524"
"DY","ARN","MAN","1415.278"
"CZ","FRA","CSX","8601.801"
"AK","PEN","KCH","1195.261"
"ID","KNO","KUL","329.071"
"VB","MTY","PVR","773.096"
"AA","LHR","ABZ","647.095"
"BA","LHR","ZRH","788.067"
"9W","BAH","BOM","2412.727"
"AZ","LIM","CDG","10276.032"
"PN","CKG","HAK","1153.883"
"EP","SYZ","THR","694.198"
"BK","TSN","FOC","1482.425"
"AB","PMI","GRZ","1316.891"
"TB","SPC","LPA","244.495"
"DL","NRT","SIN","5357.585"
"KN","NAY","HSN","1222.499"
"V7","NAP","GOA","593.681"
"FL","BWI","SAN","3685.609"
"UX","BCN","CDG","858.738"
"UA","DEN","YXE","1377.485"
"CA","SHE","CAN","2238.49"
"IB","FUE","BCN","2031.892"
"ZB","PFO","MAN","3411.642"
"IB","BCN","AAL","1842.089"
"U6","NMA","KJA","2267.599"
"TK","IST","AJI","1219.49"
"CZ","YNZ","XMN","1007.95"
"AA","SYR","CLT","971.669"
"Y9","TBZ","THR","526.9"
"QS","TXL","PRG","281.632"
"W6","BGO","RIX","1144.294"
"AA","EZE","MIA","7118.915"
"FR","GPA","PFO","1059.657"
"TK","SEZ","IST","5787.404"
"CX","CDG","HKG","9590.058"
"US","DKR","IAD","6400.528"
"EP","RAS","SYZ","908.282"
"BW","GND","JFK","3393.247"
"SQ","LHR","SHJ","5502.163"
"LA","MIA","PUJ","1466.296"
"BA","DUB","LHR","449.254"
"Y4","CUL","MTY","749.297"
"FR","WMI","PMI","1982.285"
"LA","LIM","MDE","2030.868"
"FZ","DXB","DEL","2183.599"
"AB","SAW","MUC","1610.03"
"G4","DSM","LAS","1952.199"
"US","RNO","PHX","966.628"
"MU","LJG","CKG","711.903"
"KA","XIY","HKG","1440.49"
"IG","CTA","NAP","386.026"
"NK","LAS","BOS","3822.671"
"QR","DPS","SIN","1671.498"
"KE","HIN","CJU","227.57"
"UN","LED","FCO","2351.48"
"GS","INC","KWE","1330.103"
"QG","JOG","PKU","1354.299"
"WN","STL","CUN","1997.629"
"UL","CMB","BAH","3751.742"
"M1","MAO","PIN","365.7"
"AY","BOS","LHR","5239.65"
"S2","BOM","IDR","505.953"
"LH","FRA","ASB","4115.105"
"DT","SDD","WDH","934.775"
"KL","SIN","AMS","10513.913"
"NZ","WLG","MEL","2589.464"
"MH","KUL","LHR","10605.487"
"KM","MAN","MLA","2341.741"
"CZ","DYG","KWE","457.75"
"KL","EZE","SCL","1138.232"
"U2","LTN","PRG","1040.871"
"FI","KEF","AMS","2037.662"
"KE","DFW","ANC","4889.263"
"KL","TXL","AMS","578.187"
"HU","HGH","JNZ","1210.22"
"HV","AMS","HRG","3689.089"
"FR","EIN","BGY","716.66"
"DY","BGO","TRD","461.452"
"WN","TUL","STL","563.359"
"EP","SDG","THR","392.869"
"NH","ICN","NRT","1256.849"
"IB","ORY","PMI","1020.239"
"X3","NUE","RHO","1999.774"
"AY","BCN","HEL","2628.055"
"BP","LUN","GBE","1059.264"
"KN","NAY","UYN","607.562"
"AB","ZRH","NAP","862.449"
"FR","DUB","RAK","2429.781"
"LO","MSQ","WAW","509.256"
"IB","FCO","ALC","1156.117"
"VT","RUR","TUB","214.775"
"JL","NRT","HKG","2962.147"
"7H","OTZ","WLK","119.004"
"2M","BZE","CUN","416.879"
"CZ","IST","WUH","7463.597"
"US","CLT","ROC","922.895"
"CX","HKG","DEL","3746.398"
"TP","LUX","OPO","1484.132"
"LX","DRS","ZRH","556.076"
"LH","CAI","FRA","2921.705"
"CZ","YIW","WUH","582.783"
"LS","BLK","PMI","1639.95"
"AI","DEL","CCU","1312.68"
"CZ","CAN","CGQ","2554.813"
"AV","LIM","MIA","4218.885"
"PK","MUX","JED","3349.365"
"HU","TNA","XIY","809.992"
"ZH","PZI","XIY","1102.43"
"TO","MAN","RAK","2461.911"
"ZH","CAN","LYI","1386.977"
"LN","BEN","IST","1268.893"
"US","MIA","LHR","7108.929"
"FR","PMI","CIA","867.362"
"IB","BCN","CDG","858.738"
"AS","CDB","ANC","995.465"
"5J","MNL","GUM","2566.683"
"G4","LAS","ABQ","781.117"
"PC","SAW","MAD","2755.684"
"AP","CTA","LIN","1009.198"
"VY","ORY","FCO","1088.297"
"VF","SUB","SIN","1376.148"
"A3","TLV","SKG","1424.575"
"IR","THR","ADU","389.509"
"MF","WUH","TNA","730.146"
"KN","BFJ","PKX","1695.488"
"BA","LHR","MIA","7108.929"
"S5","MAB","IMP","186.621"
"U2","BSL","MPL","525.428"
"QF","WLG","MEL","2589.464"
"FR","MLA","CTA","186.495"
"G9","SHJ","CMB","3280.029"
"AI","RPR","VTZ","414.979"
"WS","YEG","YYJ","861.287"
"AB","HER","DRS","1979.285"
"SG","HYD","DEL","1267.684"
"Y4","GDL","SMF","2673.64"
"EK","DXB","BLR","2695.157"
"AB","BSL","CTA","1282.497"
"EW","FRA","LAS","8963.477"
"BA","LHR","BSL","719.612"
"TP","LIS","MIA","6677.167"
"N3","PAP","JBQ","243.151"
"ZP","ASU","SLA","803.511"
"WS","YLL","YYC","363.096"
"SU","LED","RHO","2606.076"
"Y4","MTY","CZM","1467.858"
"AI","DEL","SYD","10435.372"
"LN","IST","BEN","1268.893"
"US","MUC","IST","1547.567"
"R3","LED","YKS","4841.552"
"US","IST","IAD","8387.848"
"FR","PMI","LBC","1695.283"
"UR","KZN","UFA","435.511"
"W2","EBL","ARN","3202.865"
"MU","PEK","LZO","1613.146"
"AF","MAN","NTE","691.071"
"CZ","CAN","XNN","1815.987"
"AI","SHL","CCU","493.202"
"AP","VCE","CTA","921.842"
"CZ","HAK","CGO","1655.541"
"US","MIA","GCM","731.058"
"LR","TNO","SJO","184.383"
"SG","CCU","DAC","239.166"
"CGZ","KWE","CKG","354.021"
"LH","MUC","BLR","7143.296"
"BK","CSX","LLF","260.115"
"FL","BHM","LAS","2598.141"
"HU","ZRH","TXL","659.681"
"UO","HKG","PUS","2042.856"
"LH","ZRH","FRA","285.623"
"PC","MLX","SAW","799.573"
"KQ","WDH","LUN","1401.333"
"IW","PKU","DJB","337.995"
"CA","PEK","BCN","8812.509"
"WJ","YHO","YNP","79.187"
"SV","JED","ABT","299.721"
"FR","SCQ","HHN","1430.625"
"MI","SIN","DAD","1697.612"
"QB","TBZ","BND","1538.718"
"US","IAD","SAL","3056.518"
"G5","XNN","CKG","869.498"
"AB","IBZ","FRA","1364.616"
"BK","HGH","TSN","1028.395"
"VT","NHV","UAH","76.003"
"SK","CPH","SVG","555.884"
"UA","CKB","IAD","242.332"
"CZ","BHY","SJW","1932.006"
"GS","XMN","CGD","807.072"
"LH","KUF","FRA","2846.441"
"UA","TSE","FRA","4308.753"
"DL","JFK","SJO","3558.985"
"CZ","WUH","XNN","1292.953"
"RS","NRT","ICN","1256.849"
"LH","FCO","FRA","958.136"
"W6","WAW","TLV","2508.285"
"3K","PEN","SIN","602.329"
"TR","VTE","SIN","1856.661"
"TO","MAN","CUN","7794.526"
"TR","SIN","TXL","9936.079"
"AS","PDX","GEG","447.834"
"9W","BOM","TRV","1257.707"
"FR","CIA","WRO","1084.968"
"W6","EIN","KTW","964.527"
"KL","LIM","AMS","10519.913"
"GA","SIN","PKU","300.158"
"ZL","DBO","SYD","309.415"
"CZ","MXZ","HGH","779.586"
"CZ","TSN","CGQ","879.491"
"EP","RAS","THR","236.602"
"AA","PEN","KUL","325.205"
"AF","NTE","TLS","455.448"
"Z8","TJA","SRE","289.937"
"IB","MAD","MRS","797.254"
"AA","PNS","DFW","969.87"
"7F","YFB","YUX","793.365"
"4U","TXL","LIN","843.144"
"IE","NNB","IRA","75.198"
"HU","HFE","DLC","886.438"
"AZ","BOS","FCO","6568.678"
"VY","CDG","FUE","2680.286"
"SC","HFE","KWE","1173.264"
"WY","DXB","SLL","922.836"
"AC","YHZ","YYT","880.451"
"B2","MSQ","BEG","1151.121"
"MS","BAH","CAI","1929.798"
"MU","LYI","PEK","582.419"
"4U","DTM","PMI","1382.911"
"AF","NTE","CDG","371.783"
"AA","COR","MIA","6576.924"
"KL","AMS","WAW","1101.17"
"EY","SIN","BNE","6142.694"
"IB","IBZ","ALC","180.269"
"US","TUL","MIA","1879.528"
"AR","BHI","MDQ","410.379"
"AB","TXL","RIX","838.583"
"CU","HAV","EZE","6904.34"
"AA","MTY","MIA","1982.185"
"OZ","HGH","ICN","977.618"
"VS","JFK","MAN","5362.044"
"AA","AQP","LIM","765.517"
"FR","NUE","VNO","1123.629"
"UA","DEN","SAN","1371.324"
"FL","CAK","LGA","636.704"
"DE","FRA","SJU","7354.296"
"PC","MQM","SAW","1058.526"
"G4","MLI","SFB","1639.621"
"Y4","CUN","BJX","1515.347"
"2P","DWC","MNL","6929.058"
"MU","KWE","CSX","659.828"
"MU","BHY","WUH","1138.524"
"AA","ICN","DFW","10986.702"
"IG","OLB","LIN","505.913"
"HO","HGH","DLC","976.647"
"NL","MUX","JED","3349.365"
"US","MIA","SDF","1468.624"
"US","GSP","DFW","1384.367"
"QS","HRG","MBA","3526.094"
"JJ","CDG","PEK","8188.746"
"LX","ZRH","MIA","7845.025"
"S7","ICN","IKT","2375.938"
"LA","EZE","BRC","1308.981"
"FL","MKE","STL","511.046"
"MU","XAI","TNA","581.727"
"AA","DFW","ACA","1815.237"
"J9","KWI","DWC","859.37"
"QG","PKU","KNO","453.91"
"HV","AMS","HEL","1521.304"
"CA","XNN","PKX","1299.989"
"FW","FUK","KMQ","625.85"
"CZ","ICN","CSX","1607.346"
"UA","GUM","ROP","90.726"
"SA","HLA","CPT","1265.103"
"EK","DXB","WAW","4155.8"
"BA","LHR","JMK","2552.611"
"CA","SIN","PEK","4490.606"
"WB","MBA","DXB","3674.748"
"3U","ZHA","CKG","1016.396"
"EK","BLR","DXB","2695.157"
"9C","SJW","YNZ","732.961"
"MH","SAN","NRT","8924.449"
"FR","AHO","MAD","1000.868"
"AD","FOR","SLZ","646.692"
"D2","LED","UCT","1301.624"
"DL","MIA","PAP","1148.899"
"WF","BGO","BNN","674.466"
"S4","BOS","PDL","3844.499"
"9W","BOM","CMB","1525.785"
"AV","MDE","MAD","8031.796"
"GZ","MOI","RAR","266.146"
"S4","PDL","AMS","2857.154"
"5J","ILO","HKG","1568.604"
"TP","OPO","AMS","1594.973"
"FL","SJD","SNA","1414.435"
"TR","DMK","SIN","1445.688"
"S4","LIS","ZRH","1723.492"
"SC","TNA","FOC","1236.35"
"AB","PMI","XRY","829.857"
"E5","KWI","HMB","1626.685"
"W6","LTN","PLQ","1470.335"
"X3","FUE","STR","2991.252"
"J4","KRT","RSS","464.747"
"CZ","SWA","YIW","733.563"
"MH","KUL","MNL","2489.881"
"U2","VCE","SVQ","1760.31"
"MF","XMN","TNA","1371.917"
"DL","CUN","JFK","2506.34"
"GS","HLH","SHE","520.114"
"JU","BEG","BNX","237.668"
"VY","RAK","BCN","1404.822"
"FR","LPA","EDI","3259.385"
"9I","RPR","BHO","509.977"
"OM","PEK","ULN","1165.472"
"CA","CAN","TSN","1790.562"
"WK","PUY","ZRH","502.678"
"9Q","PLS","CAP","227.025"
"CA","KWE","TNA","1510.305"
"A3","KZS","RHO","136.768"
"ZP","ASU","CWB","838.729"
"LG","LUX","HER","2211.276"
"LO","WAW","KTW","229.264"
"AA","LIM","DFW","5424.053"
"W6","FCO","PRG","936.012"
"FR","FKB","OPO","1556.02"
"LH","JNB","FRA","8690.006"
"EK","LED","DXB","4300.608"
"TK","KCO","ESB","255.511"
"3K","SIN","DAD","1697.612"
"B9","AWZ","THR","538.557"
"DY","ARN","OAK","8586.475"
"DL","BOS","CUN","2796.18"
"ZH","HYN","CAN","994.951"
"9M","YEG","YYC","245.994"
"AZ","CDG","EDI","868.677"
"MF","YIH","CKG","474.422"
"HU","JNZ","HGH","1210.22"
"FR","CIA","SVQ","1653.226"
"CZ","CAN","TEN","639.701"
"AK","PEN","KUL","325.205"
"EQ","OCC","LTX","187.73"
"UL","HYD","CMB","1128.659"
"B6","SMF","LGB","623.776"
"FU","FOC","HAK","1154.112"
"GS","NNG","JJN","1087.928"
"IB","MAD","CDG","1064.513"
"EE","OER","ARN","421.52"
"HV","AMS","PMI","1426.973"
"9K","NEV","SJU","386.34"
"VT","BOB","TIH","404.421"
"SV","JED","TBZ","1951.031"
"DL","SDF","JFK","1062.287"
"CA","HAK","WUH","1263.505"
"PR","MNL","SGN","1611.384"
"EP","RZR","THR","147.139"
"ZH","HRB","CGO","1620.679"
"AA","DFW","ZIH","1757.394"
"IB","ORY","FCO","1088.297"
"FR","OPO","LRH","813.373"
"AI","AMD","HYD","887.697"
"AZ","FCO","BEG","733.699"
"AA","LHR","KWI","4674.743"
"PC","SAW","BLQ","1523.185"
"TW","TNA","ICN","820.834"
"AZ","NTE","CDG","371.783"
"MR","NZH","COQ","252.726"
"AI","BLR","CCU","1546.84"
"FD","HDY","DMK","776.425"
"AH","AZR","INZ","273.915"
"AI","DEL","JAI","231.699"
"KC","KGF","ALA","757.446"
"Y8","TNA","XFN","690.832"
"IE","IRA","NNB","75.198"
"TZ","SIN","TSN","4413.765"
"B6","AUA","JFK","3150.364"
"4Z","JNB","SIS","546.648"
"DY","TRD","RIX","1020.114"
"CX","FCO","HKG","9283.249"
"LH","MUC","DUB","1381.284"
"GA","LOP","SUB","413.59"
"9M","YYC","YEG","245.994"
"GF","DXB","BAH","487.058"
"VB","MTY","PBC","757.414"
"PD","YOW","YHZ","954.804"
"CA","WNZ","KWE","1396.892"
"DY","ARN","PMI","2474.763"
"4U","TXL","HEL","1118.843"
"UK","DEL","SIN","4159.415"
"MH","SBW","KCH","201.496"
"SK","SVG","ARN","702.184"
"WK","ZRH","PUY","502.678"
"B6","JFK","SJO","3558.985"
"KN","SJW","HAK","2080.416"
"UA","BOS","YHZ","664.805"
"AA","MIA","RTB","1235.794"
"AS","OTZ","ANC","879.942"
"LO","FRA","WRO","598.849"
"MU","HFE","HKG","1104.938"
"EK","PRG","DXB","4463.786"
"6E","PAT","CCU","471.976"
"US","MIA","CZM","896.129"
"SU","LED","NMA","3508.777"
"AC","YQB","YOW","368.072"
"AA","DFW","AEX","457.264"
"US","LHR","CLT","6409.145"
"MU","HFE","XMN","808.7"
"GS","TSN","ICN","815.216"
"CA","PEK","WUX","1015.41"
"TK","IST","MAN","2666.542"
"TK","ISL","EBL","1415.461"
"FR","DUB","MUC","1381.284"
"NK","LAS","DFW","1694.8"
"ZH","LYI","CGQ","1173.451"
"EW","PHX","FRA","9051.157"
"IY","SAH","ADE","306.965"
"VR","FOR","RAI","2658.687"
"WK","ZRH","PMI","996.188"
"SK","HEL","ARN","398.569"
"HU","TYN","CIH","172.491"
"HV","PMI","AMS","1426.973"
"9W","VNS","DEL","667.001"
"CA","LZO","INC","1072.283"
"5J","CRK","SIN","2381.636"
"AV","GUA","SAL","203.343"
"AC","YMM","DEN","1926.933"
"WO","LAS","YEG","1919.749"
"VN","DAD","ICN","2980.968"
"7H","PIZ","BRW","288.534"
"TO","MAN","NAP","1859.931"
"ZH","WXN","CAN","954.037"
"IB","SVQ","AMS","1852.068"
"AA","MRY","PHX","960.932"
"AA","CLT","GDL","2727.804"
"B6","JFK","LGB","3958.329"
"SQ","CPH","SIN","9967.636"
"US","DFW","BMI","1110.237"
"SK","ABZ","CPH","928.631"
"TP","LIS","MAD","512.884"
"NT","LIS","LPA","1337.912"
"PC","STR","ESB","2102.715"
"WN","DEN","OAK","1536.8"
"ZH","PEK","MIG","1435.585"
"SA","MUB","JNB","844.082"
"MH","KUL","AMS","10236.639"
"TP","BOS","LIS","5124.081"
"MU","XIY","NRT","2868.928"
"DG","SIN","CRK","2381.636"
"DG","MNL","USU","283.484"
"GJ","HGH","CSX","735.825"
"AI","DEL","SIN","4159.415"
"CZ","CAN","NNG","531.937"
"AB","AYT","STR","2182.409"
"SU","KUF","LED","1395.62"
"MF","WUH","HGH","599.561"
"3U","XIY","XIC","951.197"
"TK","FCO","ESB","1748.394"
"AA","DFW","CLT","1503.207"
"EK","WLG","MEL","2589.464"
"SK","CPH","FAE","1344.067"
"AA","EYW","DFW","1751.886"
"QF","CTL","BNE","688.197"
"CZ","FOC","CKG","1346.823"
"A5","SXB","NTE","705.983"
"WF","ANX","BOO","236.565"
"WN","PDX","PHX","1625.086"
"AR","RGA","AEP","2258.393"
"7C","GMP","CJU","450.812"
"CZ","CAN","YNZ","1303.208"
"AI","CCU","JAI","1356.711"
"MR","LTI","BYN","345.345"
"MH","JHB","KBR","525.881"
"BA","CDG","LHR","347.168"
"US","MSY","CLT","1047.219"
"AA","BOS","MIA","2028.282"
"OY","SLA","AEP","1275.969"
"MU","DYG","HGH","973.097"
"3U","HGH","CAN","1038.357"
"AF","BKO","ABJ","921.397"
"QW","NNY","WNZ","969.55"
"OU","BLQ","LIS","1807.427"
"XY","KRT","JED","970.567"
"LO","TLL","VNO","532.126"
"IY","KRT","SAH","1249.783"
"AC","YYC","YMM","642.534"
"DE","HRG","MUC","3024.994"
"TK","VNO","TLL","532.126"
"AV","ASU","LIM","2528.466"
"CZ","LHR","CGO","8515.323"
"U2","TXL","MAN","1044.119"
"CZ","WNZ","CGO","991.535"
"LH","MUC","OLB","848.079"
"9E","LGA","MSY","1903.37"
"RT","KZN","PEE","484.199"
"AB","TXL","STR","516.938"
"LJ","KKJ","PUS","242.695"
"JT","DPS","JOG","531.848"
"HU","CAN","HFE","1012.255"
"LH","SXB","MUC","307.325"
"LH","SHJ","HKG","5903.109"
