"Airline","Departure","Destination","distance_km"
"LA","DFW","SCL","7866.284"
"G5","HDG","DLC","681.501"
"UA","DSM","DFW","1005.602"
"CZ","CKG","DLC","1707.23"
"MF","CSX","TSN","1274.084"
"B6","CHS","JFK","1025.008"
"TK","ISB","IST","3944.037"
"JQ","SGN","SYD","6846.13"
"AF","AMS","KWI","4355.28"
"FR","RYG","RIX","818.775"
"GX","NNG","WNZ","1403.791"
"IG","NAP","LIN","649.615"
"AD","CNF","CFB","416.018"
"7H","BET","KKH","107.613"
"KL","AMS","AAL","623.926"
"FR","PMO","TRN","901.874"
"9I","CCU","SHL","493.202"
"FR","MAN","KTW","1493.28"
"FL","CUN","BWI","2239.548"
"AI","RAJ","BOM","418.818"
"NF","LOD","SON","83.058"
"AD","VCP","JJD","2394.743"
"EI","CFU","DUB","2500.822"
"TG","MAN","CPH","994.594"
"KA","HKG","TNA","1648.56"
"EK","JFK","DXB","11001.515"
"CZ","TSN","CSX","1274.084"
"HZ","KHV","BQG","567.273"
"MU","HYN","XIY","1366.856"
"C8","COO","SSG","757.84"
"TK","OGU","SAW","736.612"
"AA","CZM","MIA","896.129"
"IW","KOE","LBJ","455.295"
"IB","MIA","LHR","7108.929"
"IB","MAD","CMN","867.052"
"US","DFW","AMA","501.525"
"UA","SGN","HKG","1492.977"
"NS","CKG","NNG","805.273"
"AY","PRG","HEL","1319.828"
"AK","KUL","AOR","409.646"
"FR","BGY","NUE","437.581"
"WS","YHZ","CUN","3406.86"
"TU","BSL","DJE","1548.999"
"FR","BLL","BGY","1119.999"
"US","CLE","DFW","1641.733"
"XY","KUL","JED","7065.7"
"CZ","XMN","SIN","2993.246"
"AP","PMO","AMS","1698.657"
"ZB","EMA","MLA","2256.577"
"FD","CAN","DMK","1700.852"
"KL","JFK","AMS","5847.523"
"KL","NUE","AMS","541.596"
"SK","MAN","CPH","994.594"
"PN","CKG","JJN","1300.713"
"SV","JED","TBZ","1951.031"
"DL","JFK","MIA","1757.122"
"UL","SEZ","CMB","3007.714"
"GJ","HGH","JIQ","1121.117"
"NS","SJW","HFE","760.552"
"M4","CAI","LXR","511.15"
"AI","BOM","UDR","623.877"
"QS","PRG","LPA","3511.794"
"UA","JAX","DEN","2324.915"
"AS","SJD","SMF","2061.959"
"FR","TXL","PFO","2497.926"
"IB","LIS","ORY","1438.112"
"PC","SAW","KSY","1162.702"
"WO","YXX","YXU","3208.625"
"VS","ABZ","LHR","647.095"
"A5","ETZ","BIA","757.421"
"CA","NRT","XMN","2468.253"
"ZH","HFE","NNG","1360.619"
"LA","LIM","DFW","5424.053"
"ZH","XIY","CKG","562.003"
"JD","HGH","UYN","1343.33"
"S6","PAP","CMW","660.701"
"MU","HRB","XIY","1932.488"
"DL","DAY","LGA","881.796"
"DL","AMS","KWI","4355.28"
"MS","CAI","KWI","1601.906"
"US","DFW","CZM","1701.41"
"UA","JST","AOO","43.632"
"CZ","TNA","CSX","1033.797"
"FM","YCU","INC","582.928"
"MS","CAI","CMN","3683.733"
"CZ","TEN","CAN","639.701"
"AB","CFU","TXL","1527.145"
"GF","SAH","BAH","1372.161"
"TOM","MAN","PFO","3411.642"
"IB","DUB","MAD","1454.221"
"LO","WAW","PRG","521.012"
"ZH","TSN","HRB","1027.0"
"SC","WDS","KWE","781.343"
"US","DFW","SLP","1243.73"
"SV","JED","ISB","3552.967"
"ET","SYD","SIN","6293.443"
"EK","CDG","DXB","5238.621"
"A3","LED","RHO","2606.076"
"SG","CCU","DAC","239.166"
"DY","TRD","AYT","3243.451"
"CA","HUZ","TSN","1806.157"
"PS","IST","KBP","1021.972"
"IB","LHR","BUD","1489.55"
"CA","IST","CAN","7882.105"
"AF","LCY","ORY","350.892"
"TK","IST","MZR","3334.686"
"ZH","WXN","CAN","954.037"
"TR","NRT","DMK","4644.582"
"ZH","HUZ","YIH","890.139"
"TO","MAD","ORY","1030.331"
"AA","CID","DFW","1104.086"
"CA","CKG","WNZ","1398.003"
"XK","ORY","BIA","880.024"
"GJ","LJG","BFJ","521.956"
"RO","OTP","CAI","1673.122"
"AA","MIA","CDG","7371.472"
"I3","TBZ","IST","1533.004"
"TO","MAN","CTA","2213.11"
"CX","ANC","JFK","5434.148"
"I2","CPH","MAD","2060.251"
"EI","DUB","MIA","6692.779"
"A3","RHO","CDG","2494.524"
"BA","SCL","LHR","11653.202"
"EP","PGU","RAS","1143.663"
"AF","LUN","AMS","7859.881"
"TK","IST","KFS","421.344"
"FR","MLA","VNO","2246.766"
"EK","DXB","SYD","12043.88"
"WF","TRF","TRD","476.244"
"MU","LJG","CKG","711.903"
"LT","HRB","CKG","2457.899"
"MU","BAV","HDG","591.066"
"WN","LGA","DEN","2599.81"
"UJ","KBP","AYT","1495.179"
"TK","IST","MBA","5157.096"
"JL","BOS","NRT","10760.785"
"UX","AMS","MAD","1460.654"
"UX","MAD","JED","4515.802"
"SC","HKG","TNA","1648.56"
"MF","INC","XIY","511.25"
"AT","CMN","JFK","5794.966"
"QG","DPS","AVV","4382.958"
"W6","VNO","LTN","1723.88"
"OV","TLL","LED","308.385"
"LH","YYC","LHR","7014.965"
"W6","EIN","OTP","1711.983"
"G5","INC","CKG","976.1"
"DL","LIS","JFK","5404.428"
"UA","LGA","DEN","2599.81"
"AB","BUD","TXL","712.017"
"MF","CAN","HGH","1038.357"
"TO","MPL","PMO","973.453"
"CZ","CKG","SWA","1195.355"
"JL","KHV","NRT","1481.596"
"LA","CHS","SCL","7434.647"
"CZ","KWE","SWA","1031.908"
"IB","MAD","TFN","1770.702"
"AA","LHR","BOS","5239.65"
"FL","BWI","PHX","3209.737"
"VB","MTY","SJD","1015.614"
"US","PHX","ELP","557.712"
"EE","WAW","TLL","840.997"
"AB","TXL","FKB","557.711"
"AS","RNO","PDX","715.596"
"FR","MLA","GSE","2444.706"
"GK","OIT","NRT","830.864"
"CZ","XIY","ZHA","1479.791"
"SC","TNA","XMN","1371.917"
"BA","LCY","MAN","259.208"
"KU","KWI","BAH","420.423"
"4M","MIA","EZE","7118.915"
"3U","TSN","HGH","1028.395"
"US","MIA","GUA","1640.006"
"CA","YCU","CKG","727.753"
"EK","DXB","KUL","5549.193"
"HV","EIN","MAD","1400.257"
"IX","BOM","DXB","1926.162"
"EI","DUB","LHR","449.254"
"AA","MIA","BNA","1299.422"
"FR","DUB","LIS","1642.475"
"AM","CUN","MTY","1448.345"
"SK","MIA","CPH","7844.919"
"TK","BOS","IST","7726.667"
"CZ","XIY","TLQ","1946.645"
"JD","XIY","TNA","809.992"
"FR","RZE","DUB","1967.632"
"AA","STI","MIA","1221.136"
"AF","KUL","AMS","10236.639"
"QF","DUB","DXB","5918.528"
"FL","DEN","BWI","2393.546"
"RI","SIN","DPS","1671.498"
"AK","KUL","JHB","250.01"
"JD","DLC","HGH","976.647"
"OK","ODS","PRG","1278.884"
"UA","DEN","TUL","870.031"
"SL","DMK","HGH","2723.572"
"AA","DFW","ONT","1908.342"
"F9","DEN","CUN","2689.257"
"RI","PKU","JOG","1354.299"
"AY","JFK","LHR","5539.644"
"LS","RHO","EMA","2924.164"
"BR","DFW","ANC","4889.263"
"Y7","KJA","EVN","3884.545"
"UA","COU","DEN","1076.348"
"IB","JFK","LHR","5539.644"
"TM","BEW","MNC","853.472"
"ZH","TSN","DLC","362.503"
"WN","BWI","CUN","2239.548"
"6E","CCU","IDR","1296.945"
"BA","JFK","LCY","5572.489"
"KN","XIY","SJW","681.7"
"AM","MTY","GDL","669.963"
"G5","KWE","WUZ","564.076"
"DD","DMK","CEI","675.982"
"BA","BWI","LHR","5833.38"
"WS","YOW","YYC","2878.546"
"OD","DPS","MEL","4381.968"
"RQ","HEA","CCN","281.183"
"NS","MIG","XIY","502.706"
"AA","DFW","MTJ","1160.818"
"Y4","MTY","HMO","1140.421"
"HU","XIY","INC","511.25"
"VA","DPS","MEL","4381.968"
"BA","MAN","GOT","1031.289"
"AZ","CDG","CTA","1631.44"
"KM","CDG","MLA","1755.433"
"FR","MAN","RIX","1703.246"
"AF","CFR","MRS","771.72"
"BY","MAN","BVC","4510.918"
"FY","SZB","PKU","297.092"
"NT","LPA","SPC","244.495"
"AI","LHR","JFK","5539.644"
"TK","IST","DUB","2923.946"
"CZ","YIW","SJW","1108.622"
"9K","BOS","RUT","204.515"
"AA","COU","DFW","788.422"
"FR","MAD","OTP","2457.975"
"FR","MAN","LIS","1702.703"
"BM","ABZ","EBJ","687.093"
"PC","SAW","MRS","1998.037"
"LS","BUD","MAN","1654.462"
"VA","OCM","GET","741.654"
"BT","GOT","RIX","706.344"
"KL","KWI","DXB","853.977"
"S4","LIS","SMA","1419.801"
"AA","BNA","JFK","1229.761"
"CX","HKG","CDG","9590.058"
"Y7","KJA","DXB","4548.224"
"CA","DLC","YCU","1025.283"
"UA","SMF","DEN","1459.757"
"UX","MAD","CUN","7961.518"
"AA","DFW","BNA","1014.148"
"FU","TSN","XIY","924.639"
"TR","SIN","HGH","3650.035"
"FR","MRS","PMO","883.127"
"AA","RIC","DFW","1859.463"
"FR","IBZ","BGY","1019.537"
"PN","TNA","KWE","1510.305"
"AA","KUL","LHR","10605.487"
"MU","LZO","TSN","1584.316"
"CA","CKG","YIW","1295.409"
"UB","HEH","MOG","257.766"
"DL","JFK","CHS","1025.008"
"NS","CSX","WNZ","749.46"
"SC","NNG","TNA","1806.853"
"FR","SKG","CIA","879.652"
"MU","XIY","WEH","1251.568"
"VA","MEL","SYD","705.402"
"W6","DTM","OTP","1569.278"
"TK","IST","MAD","2702.756"
"3U","HGH","DLC","976.647"
"US","PHX","GDL","1673.04"
"3U","CSX","CKG","662.126"
"SV","JED","DWD","593.945"
"Y4","MTY","GDL","669.963"
"AA","NRT","JFK","10830.459"
"CZ","CMB","CAN","3995.417"
"IB","MAD","RNS","857.185"
"TO","MAN","IBZ","1634.01"
"Y4","MTY","CUN","1448.345"
"CC","GUA","TGU","361.343"
"P4","LCE","TGU","191.037"
"KL","AMS","LHR","370.449"
"FR","SKG","FKB","1489.2"
"QF","MEL","HTI","1965.782"
"BW","MIA","POS","2613.345"
"3U","HRB","XIY","1932.488"
"FG","DXB","KDH","1238.019"
"AS","DFW","SNA","1934.859"
"HU","XMN","CSX","634.991"
"7R","LED","URS","970.412"
"D2","HEL","CEE","738.069"
"BT","VNO","TXL","823.499"
"ZL","MEL","WGA","364.459"
"NS","SJW","HGH","1038.423"
"MU","DXB","XIY","5190.076"
"BL","DAD","SGN","604.597"
"FR","CFU","EMA","2183.512"
"W6","LJU","LTN","1246.539"
"ZH","CAN","BAV","1933.78"
"SK","SKG","CPH","1840.915"
"TK","IST","BOS","7726.667"
"TK","SAW","DXB","2967.5"
"9W","RAJ","BOM","418.818"
"QF","LHR","SIN","10883.289"
"AA","JFK","RIC","463.505"
"NY","RKV","IFJ","221.564"
"FR","PIK","IBZ","1902.202"
"WS","YYC","YCD","738.455"
"KC","ALA","GUW","2009.335"
"AA","ORY","JFK","5833.928"
"US","SCL","MIA","6657.49"
"FR","LTN","AHO","1414.047"
"LS","EMA","RHO","2924.164"
"BA","PHX","LHR","8462.885"
"SV","MAD","JED","4515.802"
"7F","YFB","YCY","748.31"
"WT","ZRJ","YAC","139.652"
"VY","MAD","IBZ","458.245"
"SV","ADE","JED","1164.583"
"MU","XIY","DXB","5190.076"
"SKP","OSO","CNJ","154.121"
"K5","BNA","AHN","389.401"
"AC","YZV","YQB","536.741"
"AA","HRL","DFW","743.869"
"8E","FAI","BTT","286.873"
"8V","FAI","RBY","360.781"
"DL","YYC","JFK","3277.13"
"WS","YYC","CDG","7362.087"
"MS","HRG","IST","1633.95"
"IB","LHR","ABZ","647.095"
"WN","ONT","LAS","316.73"
"CA","CAN","HYN","994.951"
"AF","JFK","DUB","5103.023"
"FR","EMA","ORK","498.74"
"SK","CPH","LIN","1155.75"
"K2","WRO","CDG","1047.643"
"U2","CDG","CPH","1003.7"
"UA","CKB","MGW","46.895"
"CZ","CGQ","CKG","2311.088"
"DD","DMK","TST","720.242"
"US","ONT","DFW","1908.342"
"MU","WUX","SIN","3770.402"
"OK","PRG","KBP","1181.284"
"MF","HGH","CKG","1328.879"
"TCX","MAN","PFO","3411.642"
"UD","EBL","EVN","436.379"
"8R","MDQ","BHI","410.379"
"SK","BLL","CPH","220.094"
"AS","SNA","STS","697.078"
"AP","TRN","CTA","1058.712"
"AA","JFK","PAP","2457.04"
"9W","PNQ","BOM","124.201"
"F9","BNA","DEN","1627.584"
"VY","CDG","CPH","1003.7"
"AF","MRS","IST","1941.809"
"KL","AMS","BOM","6859.514"
"UA","BWI","CLE","504.803"
"AA","ASE","PHX","791.255"
"AR","EZE","REL","1098.438"
"NP","CAI","HRG","402.086"
"CD","AMS","LPA","3182.774"
"CZ","DLC","CAN","1898.664"
"AY","VNO","HEL","632.224"
"P9","LIM","TPP","618.403"
"AA","PHX","SBA","730.393"
"BA","BOM","LHR","7213.041"
"WN","LAS","STL","2201.865"
"RO","OTP","PRG","1080.646"
"V7","PMO","TRN","901.874"
"ZH","YIH","WNZ","955.36"
"KL","CDG","CMN","1931.52"
"VS","LHR","MAN","242.811"
"ZH","TSN","CSX","1274.084"
"US","PNS","DFW","969.87"
"DY","AAL","CPH","238.28"
"KL","LUN","AMS","7859.881"
"AY","JFK","MAN","5362.044"
"I2","MAD","CDG","1064.513"
"QF","BAH","DXB","487.058"
"I5","BOM","HYD","622.839"
"WN","PDX","LAS","1227.665"
"DV","TSE","NRT","5599.992"
"AA","RIC","LGA","469.753"
"ZK","DEN","PIR","619.168"
"BY","MAN","LPA","3024.393"
"MS","LHR","CAI","3532.648"
"MU","CSX","XIY","814.826"
"B6","SMF","JFK","4047.32"
"MI","JOG","SIN","1241.895"
"GS","TSN","HGH","1028.395"
"U2","CDG","LTN","379.371"
"B6","STI","BOS","2553.113"
"JT","DPS","BTH","1644.08"
"G5","KWE","CKG","354.021"
"EK","BAH","DXB","487.058"
"IG","NUE","OLB","964.001"
"TP","SMA","PDL","97.463"
"JD","XIY","SJW","681.7"
"KL","HKG","AMS","9274.425"
"AA","BOS","LHR","5239.65"
"UA","DEN","SNA","1359.686"
"UA","PNI","KSA","555.323"
"SK","GOT","CPH","228.542"
"NK","BWI","BNA","943.646"
"3U","HGH","CKG","1328.879"
"AA","JFK","HEL","6607.315"
"AD","CGB","CNF","1360.08"
"VS","BGI","MAN","6698.856"
"XY","DXB","JED","1698.993"
"MF","TSN","HRB","1027.0"
"AA","RNO","DFW","2160.503"
"KL","SIN","AMS","10513.913"
"XQ","DIY","AYT","837.404"
"IB","KBP","MAD","2873.289"
"FR","BLL","CFU","1961.738"
"7H","MYU","BET","246.333"
"DP","LED","KUF","1395.62"
"6E","BOM","CCU","1665.49"
"S8","BHE","NPE","341.201"
"AC","VNO","CPH","809.243"
"FM","CGQ","WEH","811.223"
"FR","MAN","BUD","1654.462"
"LO","WAW","LHR","1469.605"
"U2","SKG","BSL","1459.107"
"MF","CKG","JJN","1300.713"
"NS","WNZ","MIG","1603.232"
"AA","LAS","DFW","1694.8"
"GF","BAH","DXB","487.058"
"ZB","MAN","NAP","1859.931"
"2I","LIM","AYP","339.981"
"GS","KWE","INC","1330.103"
"W6","TRF","OTP","1943.988"
"S4","AMS","LIS","1846.297"
"AC","CPH","VNO","809.243"
"CZ","XIY","UYN","441.487"
"KY","CKG","KWE","354.021"
"AB","NUE","IBZ","1409.806"
"IW","KOE","WGP","373.215"
"NF","VLI","IPA","164.009"
"IN","JOG","PNK","856.858"
"CZ","HGH","TNA","794.875"
"US","DFW","TYR","164.63"
"FR","CIA","IBZ","1004.364"
"CZ","CSX","TSN","1274.084"
"QS","PRG","ZTH","1470.704"
"GA","DPS","JOG","531.848"
"TP","JFK","LIS","5404.428"
"AF","CDG","LIN","644.078"
"F9","LAS","DFW","1694.8"
"VY","ORY","IBZ","1098.265"
"AC","SNU","YHZ","2904.431"
"TK","KSY","SAW","1162.702"
"W6","BUD","DWC","4023.849"
"8V","LMA","FAI","237.56"
"IR","THR","PFQ","529.757"
"TR","SIN","XIY","3713.224"
"F9","LAS","PHX","410.849"
"AF","BIA","MRS","360.343"
"LS","CDG","MAN","587.996"
"8E","OTZ","BKC","119.324"
"LO","CUN","WAW","9317.659"
"KL","AMS","KBP","1818.648"
"ZH","WUX","XMN","805.106"
"FL","DEN","PHX","968.538"
"CX","HKG","WNZ","935.571"
"DY","MAD","CPH","2060.251"
"OD","KUL","BOM","3624.371"
"TR","LJG","SIN","2844.864"
"IY","RIY","CAI","2516.446"
"XY","JED","CAI","1216.665"
"LA","CUZ","LIM","585.908"
"WF","SVG","ABZ","497.006"
"UA","MRY","DEN","1540.77"
"FY","SZB","AOR","363.282"
"U2","LTN","BUD","1491.541"
"QB","THR","BND","1056.908"
"JT","DPS","KJT","820.122"
"AA","RTB","MIA","1235.794"
"DX","AAL","SVG","317.68"
"TK","IST","ABV","4163.466"
"UA","DEN","FCA","1209.841"
"SK","SVG","TRD","582.519"
"FD","DMK","DAD","849.153"
"ZH","INC","XIY","511.25"
"QZ","JOG","DPS","531.848"
"A3","SKG","BUD","823.462"
"ZH","HFE","DAT","982.484"
"WY","SLL","DXB","922.836"
"UE","DXB","ADE","1755.53"
"AZ","CTA","CDG","1631.44"
"J9","KWI","BOM","2758.334"
"IN","DPS","JOG","531.848"
"FD","CNX","HKG","1605.128"
"TK","IST","WAW","1346.719"
"KC","ALA","TSE","950.542"
"MU","CKG","ZHA","1016.396"
"UA","STL","CLE","782.602"
"CX","HKG","CMB","4012.49"
"NS","HGH","SIN","3650.035"
"AA","JFK","LHR","5539.644"
"MU","CKG","WUX","1333.22"
"HY","LED","AZN","3570.181"
"AF","CDG","BOS","5534.268"
"AI","JGA","BOM","478.609"
"FV","PRG","LED","1478.252"
"W6","WRO","TRF","991.533"
"US","DFW","RIC","1859.463"
"US","PHX","JFK","3458.119"
"FR","TSF","CTA","940.438"
"NP","CAI","JED","1216.665"
"TO","CZL","MPL","842.65"
"AH","AZR","BMW","727.307"
"VS","LHR","MIA","7108.929"
"DE","MAN","IBZ","1634.01"
"KL","BPS","CNF","626.761"
"FO","TAI","SAH","199.261"
"AZ","CDG","BLL","871.143"
"AA","DSM","PHX","1847.154"
"SQ","VTZ","SIN","2908.777"
"QB","THR","ABD","657.47"
"A7","BJX","SJD","882.185"
"IB","MAD","SSG","4264.09"
"B6","DEN","JFK","2609.782"
"Y4","BJX","SJD","882.185"
"KL","TRF","AMS","837.895"
"TG","CPH","TRD","877.125"
"A5","ORY","CFR","212.581"
"LS","RHO","MAN","3006.753"
"S7","KBP","LED","1052.139"
"HU","CAN","TSN","1790.562"
"AY","HEL","MAN","1811.506"
"PR","CRK","USU","344.362"
"KX","GCM","LCE","703.73"
"9W","BOM","BAH","2412.727"
"NS","WNZ","CKG","1398.003"
"AD","VCP","CFB","518.137"
"VB","GDL","PBC","538.415"
"KM","MLA","CDG","1755.433"
"9K","TBN","STL","190.917"
"CZ","CAN","DXB","5827.269"
"2B","NBC","LED","1372.886"
"TP","DUB","LIS","1642.475"
"W6","BUD","SKG","823.462"
"AA","STL","DFW","885.378"
"A5","SXB","MPL","619.838"
"DL","JFK","PHX","3458.119"
"GA","IST","SIN","8679.549"
"FR","PMO","MAD","1452.79"
"QN","EVN","KUF","1547.503"
"FR","GSE","MRS","1659.713"
"7Y","THL","LSH","357.427"
"IB","BUD","LHR","1489.55"
"HO","CAN","LJG","1364.137"
"CZ","XIY","CKG","562.003"
"KN","INC","DAT","666.556"
"W6","SVG","KTW","1268.162"
"7H","ANC","ADQ","406.017"
"YN","YMO","YKQ","129.94"
"FR","ORK","VNO","2246.899"
"IR","BND","DXB","240.791"
"NS","SJW","XMN","1561.42"
"KS","ANC","CDB","995.465"
"FR","DUB","MLA","2532.004"
"R3","BQS","YKS","1305.348"
"FY","KBR","SZB","347.539"
"IB","LHR","SIN","10883.289"
"B6","CUN","BOS","2796.18"
"AR","EZE","SCL","1138.232"
"KL","PDX","AMS","8028.814"
"9W","KWI","BOM","2758.334"
"A5","BIA","SXB","681.015"
"I5","HYD","CCU","1207.673"
"AA","GDL","DFW","1509.632"
"PI","YKS","CKH","1236.382"
"MF","CSX","HLD","2403.836"
"HX","HKG","NRT","2962.147"
"SK","IST","HEL","2133.19"
"PN","TSN","CKG","1432.33"
"CA","CKG","YCU","727.753"
"F9","DEN","SBA","1471.392"
"FR","LRH","DUB","883.274"
"SM","KTW","HRG","2875.044"
"VB","MTY","BJX","550.221"
"BA","LHR","KWI","4674.743"
"AA","DFW","ACA","1815.237"
"UA","DEN","XWA","927.144"
"AA","DFW","OAX","1767.93"
"LS","LPA","EMA","3001.484"
"BA","LHR","KUL","10605.487"
"FR","LTN","ORK","557.558"
"US","SGF","DFW","586.519"
"UA","ASE","DEN","201.236"
"EI","LPA","DUB","2931.21"
"TO","ORY","SAW","2280.492"
"GS","HLD","DQA","480.761"
"AA","YYC","JFK","3277.13"
"FL","SMF","PHX","1040.006"
"U2","CTA","MAN","2213.11"
"SM","KWI","ATZ","1678.752"
"TK","TRN","IST","1758.679"
"9I","SAG","BOM","171.951"
"G4","PIA","LAS","2268.574"
"EK","DXB","LUN","5372.709"
"SU","UUS","KHV","591.879"
"HU","JMU","DLC","1136.823"
"OQ","CKG","CAN","965.641"
"6E","BOM","IDR","505.953"
"CA","DLC","HKG","1988.612"
"TK","OSM","IST","1362.311"
"ZK","PIR","DEN","619.168"
"CA","HGH","INC","1607.844"
"JT","JOG","BDJ","680.517"
"A5","LRH","MRS","590.538"
"MF","KWE","HGH","1394.304"
"IJ","NRT","TSN","2062.224"
"MU","CKG","LJG","711.903"
"ZL","SYD","GFF","471.686"
"VA","NAN","SYD","3169.74"
"FR","PFO","RIX","2551.207"
"AA","LGB","PDX","1362.435"
"AA","MIA","LIM","4218.885"
"CZ","HGH","JJN","630.874"
"MS","EBL","CAI","1350.426"
"AA","JFK","CLE","682.207"
"VY","CPH","CDG","1003.7"
"TO","BUD","ORY","1259.789"
"B6","JFK","PAP","2457.04"
"IN","KOE","WGP","373.215"
"S2","IDR","BOM","505.953"
"TK","BGG","IST","1042.126"
"8L","HRB","SJW","1254.483"
"5J","ILO","SIN","2298.973"
"XY","MAN","JED","4957.302"
"SK","HEL","CPH","892.134"
"HU","CKG","XIY","562.003"
"AY","LHR","DEN","7496.472"
"US","LIS","AMS","1846.297"
"EK","DXB","ISB","1925.521"
"CZ","CAN","HRB","2733.84"
"ST","DRS","AYT","2077.83"
"ZH","WNZ","CKG","1398.003"
"GJ","CGQ","TNA","1068.427"
"TP","LIS","IST","3212.262"
"US","GUA","MIA","1640.006"
"MS","KBP","IST","1021.972"
"G5","ZHA","DMK","1313.648"
"CA","CKG","SJW","1206.217"
"ZH","KWE","CAN","742.42"
"SM","HRG","WAW","2977.384"
"U2","BSL","WAW","1086.742"
"AZ","LCY","LIN","955.793"
"BA","DFW","CDG","7944.057"
"MI","CNX","SIN","2012.823"
"AA","CMI","DFW","1114.374"
"3O","CMN","TSF","2168.041"
"AA","KUL","SIN","297.472"
"OD","KUL","DMK","1247.612"
"AT","LHR","CMN","2093.843"
"AY","HEL","IVL","929.037"
"PN","CKG","SIN","3166.898"
"AF","KWI","AMS","4355.28"
"AB","FKB","TXL","557.711"
"8E","GLV","WMO","24.744"
"TF","GOT","SDL","611.635"
"AA","PRG","LHR","1044.271"
"PS","KBP","WAW","719.265"
"BL","DAD","HKG","919.33"
"F9","DEN","ELP","908.657"
"EK","DXB","AMD","1767.433"
"SQ","CAI","DXB","2415.445"
"G4","BZN","LAS","1129.028"
"AI","CCU","SIN","2903.966"
"AB","ORY","LHR","366.539"
"3U","NNG","SIN","2406.522"
"HU","XIY","CSX","814.826"
"LA","MIA","SCL","6657.49"
"VY","AMS","IBZ","1516.662"
"AA","PDX","LGB","1362.435"
"VB","CUN","BJX","1515.347"
"KC","ALA","SGN","4606.482"
"CA","CSX","CKG","662.126"
"AZ","PMO","LIN","867.635"
"JL","SGN","NRT","4383.313"
"AA","SLP","DFW","1243.73"
"FR","OTP","DUB","2529.941"
"4M","EZE","DFW","8533.648"
"AT","BOS","CMN","5526.519"
"AF","CDG","MPL","614.162"
"MU","CAN","LJG","1364.137"
"MS","BOM","CAI","4341.423"
"KM","SAW","MLA","1406.768"
"FR","SKG","CPH","1840.915"
"IB","BWI","LHR","5833.38"
"6E","VTZ","HYD","511.425"
"UA","OLV","DEN","1420.04"
"B2","MSQ","TSE","2913.933"
"Y4","BJX","CUN","1515.347"
"MF","CSX","XIY","814.826"
"CA","TSN","WNZ","1288.102"
"WN","LAS","PHX","410.849"
"FR","EIN","CIA","1205.089"
"ET","MEL","SIN","6033.041"
"SW","ERS","OND","539.375"
"IA","ISU","IST","1573.418"
"AD","VCP","PNZ","1670.524"
"ZL","SYD","TRO","260.601"
"AY","HEL","TLL","100.773"
"CZ","CAN","HGH","1038.357"
"SV","JED","HYD","4136.559"
"AV","HAV","LIM","3935.517"
"CZ","HDG","CAN","1464.363"
"ST","ERF","LPA","3381.681"
"HU","SJW","TEN","1259.772"
"ZI","TLM","MRS","1097.909"
"D7","KUL","CMB","2466.898"
"AM","PHX","HMO","491.024"
"UO","HKG","DAD","919.33"
"5T","YCY","YFB","748.31"
"AF","JFK","CDG","5833.65"
"FR","MLA","MAN","2341.741"
"Y8","GYN","CGB","744.525"
"B6","DEN","BOS","2815.731"
"U2","BSL","LPA","2950.149"
"AR","EZE","LIM","3152.968"
"U2","LTN","AHO","1414.047"
"VK","AMS","LTN","353.851"
"9C","DLC","SJW","599.099"
"W6","OTP","AHO","1517.307"
"S7","KLF","LED","689.447"
"U2","DRS","BSL","599.022"
"MH","HEL","LHR","1847.956"
"AD","VCP","PGZ","389.767"
"KE","LIM","SCL","2461.893"
"GA","LOP","SIN","1765.161"
"IB","CDG","DFW","7944.057"
"BT","RIX","PLQ","205.97"
"MS","BUD","CAI","2187.626"
"IG","OLB","TXL","1327.624"
"US","NRT","DFW","10322.37"
"TO","ORY","LPA","2768.162"
"ZH","HRB","DLC","835.202"
"CZ","CGQ","HFE","1542.967"
"SU","KBP","LED","1052.139"
"AA","COR","MIA","6576.924"
"GS","NNG","LZO","747.928"
"MU","CGQ","XIY","1798.369"
"UX","LPA","MAD","1764.684"
"QS","NAP","PRG","1024.642"
"HU","DLC","TNA","445.789"
"GX","NNG","NAO","931.931"
"J9","KWI","ATZ","1678.752"
"KL","LIS","AMS","1846.297"
"ZH","CSX","JJN","654.016"
"AB","LPA","TXL","3616.54"
"AA","LHR","DEN","7496.472"
"8R","BHI","MDQ","410.379"
"VA","MEL","ZQN","2145.479"
"NS","KWE","HGH","1394.304"
"GS","XIY","ZYI","780.535"
"CZ","CIH","DAT","425.104"
"HO","YYA","NNG","903.336"
"US","MIA","CUN","854.96"
"S6","PAP","HAV","1159.878"
"TK","IST","KUL","8387.16"
"AD","MAO","VCP","2620.011"
"W5","THR","PGU","933.757"
"JL","SGN","FUK","3504.264"
"FD","CNX","DMK","567.545"
"HV","AMS","LIS","1846.297"
"AA","MTY","DFW","845.444"
"S2","BOM","CCU","1665.49"
"SK","WRO","CPH","574.953"
"LO","WAW","RIX","563.282"
"AK","AOR","KUL","409.646"
"CA","TNA","HRB","1231.472"
"TR","PKU","SIN","300.158"
"ZH","HRB","CAN","2733.84"
"LO","BUD","JFK","7016.46"
"W6","LTN","TLL","1774.635"
"JD","XMN","HFE","808.7"
"AS","ANC","ADQ","406.017"
"QS","PRG","KUF","2470.56"
"MS","DXB","CAI","2415.445"
"B2","HEL","MSQ","738.899"
"UA","YOW","LGA","526.036"
"SG","AMD","DXB","1767.433"
"OR","AUA","AMS","7878.413"
"UL","CMB","SIN","2749.71"
"UA","FCA","DEN","1209.841"
