,Name,City,Country,IATA,Latitude,Longitude
1575,Bragança Airport,Braganca,Portugal,BGC,41.8578,-6.70713
1576,Beja Airport / Airbase,Beja (madeira),Portugal,BYJ,38.078899,-7.9324
1577,Braga Municipal Aerodrome,Braga,Portugal,BGZ,41.5871009827,-8.445139884949999
1579,Cascais Airport,Cascais,Portugal,CAT,38.724998,-9.35523
1582,Flores Airport,Flores,Portugal,FLW,39.455299377441406,-31.13139915466309
1583,Faro Airport,Faro,Portugal,FAO,37.014400482199996,-7.965909957889999
1584,Graciosa Airport,Graciosa Island,Portugal,GRW,39.092201232910156,-28.029800415039066
1585,Horta Airport,Horta,Portugal,HOR,38.51990127563477,-28.715900421142567
1586,Lajes Airport,Lajes (terceira Island),Portugal,TER,38.761799,-27.090799
1587,Monte Real Air Base,Monte Real,Portugal,QLR,39.828335,-8.8875
1590,João Paulo II Airport,Ponta Delgada,Portugal,PDL,37.7411994934,-25.6979007721
1591,Pico Airport,Pico,Portugal,PIX,38.554298,-28.441299
1592,Portimão Airport,Portimao,Portugal,PRM,37.1493,-8.583960000000001
1593,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,41.248100280799996,-8.68138980865
1594,Porto Santo Airport,Porto Santo,Portugal,PXO,33.073398590100005,-16.3500003815
1595,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,38.7813,-9.13592
1596,São Jorge Airport,Sao Jorge Island,Portugal,SJZ,38.66550064086914,-28.175800323486328
1599,Vila Real Airport,Vila Real,Portugal,VRL,41.2743,-7.72047
1600,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,VSE,40.725498,-7.88899
1601,Mostar International Airport,Mostar,Bosnia and Herzegovina,OMO,43.282901763916016,17.84589958190918
1602,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,SJJ,43.82460021972656,18.331499099731445
1603,Arad International Airport,Arad,Romania,ARW,46.17660140991211,21.261999130249023
1604,Bacău Airport,Bacau,Romania,BCM,46.52190017700195,26.91029930114746
1605,Tautii Magheraus Airport,Baia Mare,Romania,BAY,47.65840148925781,23.46999931335449
1606,Băneasa International Airport,Bucharest,Romania,BBU,44.50320053100586,26.10210037231445
1607,Mihail Kogălniceanu International Airport,Constanta,Romania,CND,44.36220169067383,28.488300323486328
1608,Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,46.78519821166992,23.686199188232425
1609,Caransebeş Airport,Caransebes,Romania,CSB,45.41999816894531,22.253299713134766
1610,Craiova Airport,Craiova,Romania,CRA,44.31809997558594,23.888599395751953
1611,Iaşi Airport,Iasi,Romania,IAS,47.17850112915039,27.6205997467041
1612,Oradea International Airport,Oradea,Romania,OMR,47.02529907226562,21.90250015258789
1613,Henri Coandă International Airport,Bucharest,Romania,OTP,44.5711111,26.085
1614,Sibiu International Airport,Sibiu,Romania,SBZ,45.78559875488281,24.09129905700684
1615,Satu Mare Airport,Satu Mare,Romania,SUJ,47.70330047607422,22.885700225830078
1616,Suceava Stefan cel Mare Airport,Suceava,Romania,SCV,47.6875,26.35409927368164
1617,Tulcea Airport,Tulcea,Romania,TCE,45.0625,28.71430015563965
1618,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,TGM,46.46770095825195,24.41250038146973
1619,Timişoara Traian Vuia Airport,Timisoara,Romania,TSR,45.80989837646485,21.337900161743164
1621,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,46.23809814453125,6.108950138092041
1623,Sion Airport,Sion,Switzerland,SIR,46.2196006775,7.326759815220001
1626,Emmen Air Base,Emmen,Switzerland,EML,47.092444,8.305183999999999
1630,Lugano Airport,Lugano,Switzerland,LUG,46.00429916379999,8.9105796814
1631,Bern Belp Airport,Bern,Switzerland,BRN,46.914100647,7.4971499443099985
1632,Grenchen Airport,Grenchen,Switzerland,ZHI,47.181599,7.41719
1633,Zürich Airport,Zurich,Switzerland,ZRH,47.464699,8.54917
1634,St Gallen Altenrhein Airport,Altenrhein,Switzerland,ACH,47.4850006104,9.560770034789998
1635,Samedan Airport,Samedan,Switzerland,SMV,46.53409957885742,9.884110450744627
1637,Esenboğa International Airport,Ankara,Turkey,ESB,40.128101348899996,32.995098114
1638,Etimesgut Air Base,Ankara,Turkey,ANK,39.949798584,32.6885986328
1640,Adana Airport,Adana,Turkey,ADA,36.982200622600004,35.2803993225
1641,İncirlik Air Base,Adana,Turkey,UAB,37.0021018982,35.4258995056
1642,Afyon Airport,Afyon,Turkey,AFY,38.726398468,30.601100921599997
1643,Antalya International Airport,Antalya,Turkey,AYT,36.898701,30.800501
1644,Gaziantep International Airport,Gaziantep,Turkey,GZT,36.9472007751,37.4786987305
1646,Konya Airport,Konya,Turkey,KYA,37.979,32.561901
1648,Amasya Merzifon Airport,Merzifon,Turkey,MZH,40.829399,35.521999
1649,Sivas Nuri Demirağ Airport,Sivas,Turkey,VAS,39.813801,36.9035
1650,Malatya Erhaç Airport,Malatya,Turkey,MLX,38.435298919699996,38.0909996033
1651,Kayseri Erkilet Airport,Kayseri,Turkey,ASR,38.770401000999996,35.4953994751
1653,Tokat Airport,Tokat,Turkey,TJK,40.307430267333984,36.367408752441406
1654,Çardak Airport,Denizli,Turkey,DNZ,37.7855987549,29.701299667399997
1655,Atatürk International Airport,Istanbul,Turkey,ISL,40.976898,28.8146
1656,Balıkesir Merkez Airport,Balikesir,Turkey,BZI,39.619300842285156,27.92600059509277
1657,Bandırma Airport,Bandirma,Turkey,BDM,40.31800079345703,27.97769927978516
1658,Eskişehir Air Base,Eskisehir,Turkey,ESK,39.7840995789,30.5820999146
1659,Adnan Menderes International Airport,Izmir,Turkey,ADB,38.292400360100004,27.156999588
1661,Çiğli Airport,Izmir,Turkey,IGL,38.5130004883,27.010099411
1665,Cengiz Topel Airport,Topel,Turkey,KCO,40.73500061035156,30.08329963684082
1666,Dalaman International Airport,Dalaman,Turkey,DLM,36.7131004333,28.792499542199998
1668,Imsık Airport,Bodrum,Turkey,BXN,37.140098571777344,27.669700622558594
1670,Elazığ Airport,Elazig,Turkey,EZS,38.606899261500004,39.291400909400004
1671,Diyarbakir Airport,Diyabakir,Turkey,DIY,37.893901825,40.201000213600004
1672,Erzincan Airport,Erzincan,Turkey,ERC,39.7102012634,39.5270004272
1673,Erzurum International Airport,Erzurum,Turkey,ERZ,39.9565010071,41.17020034789999
1674,Trabzon International Airport,Trabzon,Turkey,TZX,40.99509811401367,39.78969955444336
1675,Van Ferit Melen Airport,Van,Turkey,VAN,38.46820068359375,43.332298278808594
1676,Batman Airport,Batman,Turkey,BAL,37.929000854499996,41.1166000366
1677,Siirt Airport,Siirt,Turkey,SXZ,37.97890090942383,41.84040069580078
1680,Bălți International Airport,Saltsy,Moldova,BZY,47.843056,27.777222
1681,Chişinău International Airport,Chisinau,Moldova,KIV,46.92770004272461,28.93099975585937
1682,Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,OHD,41.18,20.7423
1683,Skopje Alexander the Great Airport,Skopje,Macedonia,SKP,41.961601,21.621401
1684,Gibraltar Airport,Gibraltar,Gibraltar,GIB,36.1511993408,-5.3496599197400005
1685,Belgrade Nikola Tesla Airport,Belgrade,Serbia,BEG,44.8184013367,20.3090991974
1686,Nis Airport,Nis,Serbia,INI,43.337299,21.853701
1687,Podgorica Airport,Podgorica,Montenegro,TGD,42.359402,19.2519
1688,Priština International Airport,Pristina,Serbia,PRN,42.5728,21.035801
1689,Tivat Airport,Tivat,Montenegro,TIV,42.404701232910156,18.72330093383789
1691,M. R. Štefánik Airport,Bratislava,Slovakia,BTS,48.17020034790039,17.212699890136722
1692,Košice Airport,Kosice,Slovakia,KSC,48.66310119628906,21.241100311279297
1694,Piešťany Airport,Piestany,Slovakia,PZY,48.62519836425781,17.828399658203125
1695,Sliač Airport,Sliac,Slovakia,SLD,48.63779830932617,19.13409996032715
1697,Poprad-Tatry Airport,Poprad,Slovakia,TAT,49.073600768999995,20.241100311300002
1698,North Caicos Airport,North Caicos,Turks and Caicos Islands,NCA,21.9175,-71.939598
1699,Providenciales Airport,Providenciales,Turks and Caicos Islands,PLS,21.77359962463379,-72.26589965820312
1700,South Caicos Airport,South Caicos,Turks and Caicos Islands,XSC,21.515699386599998,-71.528503418
1702,Maria Montez International Airport,Barahona,Dominican Republic,BRX,18.25149917602539,-71.12039947509766
1703,Cabo Rojo Airport,Cabo Rojo,Dominican Republic,CBJ,17.929000854492188,-71.6447982788086
1704,Casa De Campo International Airport,La Romana,Dominican Republic,LRM,18.45070075988769,-68.91179656982422
1705,Punta Cana International Airport,Punta Cana,Dominican Republic,PUJ,18.567399978599997,-68.36340332030001
1706,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,POP,19.75790023803711,-70.56999969482422
1707,Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,18.42970085144,-69.668899536133
1709,Cibao International Airport,Santiago,Dominican Republic,STI,19.406099319458008,-70.60469818115234
1711,Coban Airport,Coban,Guatemala,CBV,15.468999862670898,-90.40670013427734
1712,La Aurora Airport,Guatemala City,Guatemala,GUA,14.5833,-90.527496
1713,Retalhuleu Airport,Retalhuleu,Guatemala,RER,14.520999908447266,-91.69730377197266
1714,San José Airport,San Jose,Guatemala,GSJ,13.9362001419,-90.8358001709
1715,Goloson International Airport,La Ceiba,Honduras,LCE,15.7425,-86.852997
1716,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP,15.4526,-87.923599
1717,La Laguna Airport,Guanaja,Honduras,GJA,16.4454,-85.906601
1718,Juan Manuel Galvez International Airport,Roatan,Honduras,RTB,16.316799,-86.523003
1719,Tela Airport,Tela,Honduras,TEA,15.7759,-87.4758
1720,Toncontín International Airport,Tegucigalpa,Honduras,TGU,14.06089973449707,-87.21720123291016
1721,Trujillo Airport,Trujillo,Honduras,TJI,15.9268,-85.938202
1722,Boscobel Aerodrome,Ocho Rios,Jamaica,OCJ,18.404199600219727,-76.96900177001953
1723,Norman Manley International Airport,Kingston,Jamaica,KIN,17.935699462890625,-76.7874984741211
1724,Sangster International Airport,Montego Bay,Jamaica,MBJ,18.503700256347656,-77.91339874267578
1725,Ken Jones Airport,Port Antonio,Jamaica,POT,18.1987991333,-76.53450012210001
1726,Tinson Pen Airport,Kingston,Jamaica,KTP,17.98859977722168,-76.82379913330078
1727,General Juan N Alvarez International Airport,Acapulco,Mexico,ACA,16.757099151611328,-99.75399780273438
1728,Del Norte International Airport,Monterrey,Mexico,NTR,25.865601,-100.237
1729,Jesús Terán Paredo International Airport,Aguascalientes,Mexico,AGU,21.705601,-102.318001
1730,Bahías de Huatulco International Airport,Huatulco,Mexico,HUX,15.7753,-96.262604
1731,General Mariano Matamoros Airport,Cuernavaca,Mexico,CVJ,18.834800720214844,-99.26129913330078
1732,Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,ACN,29.332899,-101.098998
1733,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,CME,18.65369987487793,-91.79900360107422
1734,Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Mexico,NCG,30.3974,-107.875
1736,Bachigualato Federal International Airport,Culiacan,Mexico,CUL,24.764499664299997,-107.474998474
1737,Chetumal International Airport,Chetumal,Mexico,CTM,18.50469970703125,-88.32679748535156
1738,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,CEN,27.39259910583496,-109.83300018310548
1739,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,CPE,19.816799163800003,-90.50029754639999
1740,Abraham González International Airport,Ciudad Juarez,Mexico,CJS,31.63610076904297,-106.4290008544922
1741,General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,CUU,28.702899932900003,-105.96499633799999
1742,General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,CVM,23.7033004761,-98.9564971924
1743,Cozumel International Airport,Cozumel,Mexico,CZM,20.52239990234375,-86.92559814453125
1744,General Guadalupe Victoria International Airport,Durango,Mexico,DGO,24.1242008209,-104.52799987799999
1745,Amado Nervo National Airport,Tepic,Mexico,TPQ,21.4195,-104.843002
1746,Ensenada International Airport,Ensenada,Mexico,ESE,31.7953,-116.602997
1747,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,GDL,20.521799087524414,-103.31099700927734
1748,General José María Yáñez International Airport,Guaymas,Mexico,GYM,27.9689998626709,-110.9250030517578
1749,Tehuacan Airport,Tehuacan,Mexico,TCN,18.49720001220703,-97.4198989868164
1750,General Ignacio P. Garcia International Airport,Hermosillo,Mexico,HMO,29.09589958190001,-111.047996521
1751,Licenciado Miguel de la Madrid Airport,Colima,Mexico,CLQ,19.277,-103.577002
1752,Isla Mujeres Airport,Isla Mujeres,Mexico,ISJ,21.2450008392334,-86.73999786376953
1753,Plan De Guadalupe International Airport,Saltillo,Mexico,SLW,25.54949951171875,-100.9290008544922
1754,Ixtepec Airport,Iztepec,Mexico,IZT,16.449301000000002,-95.093697
1755,Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,LZC,18.0016994476,-102.221000671
1756,Valle del Fuerte International Airport,Los Mochis,Mexico,LMM,25.6851997375,-109.081001282
1757,Del Bajío International Airport,Del Bajio,Mexico,BJX,20.9935,-101.481003
1758,Manuel Márquez de León International Airport,La Paz,Mexico,LAP,24.0727005005,-110.36199951200001
1759,Loreto International Airport,Loreto,Mexico,LTO,25.989200592041016,-111.3479995727539
1760,General Servando Canales International Airport,Matamoros,Mexico,MAM,25.7698993683,-97.5252990723
1761,Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,MID,20.9370002747,-89.657699585
1762,General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,MXL,32.6306,-115.241997
1763,General Francisco J. Mujica International Airport,Morelia,Mexico,MLM,19.849899292,-101.025001526
1764,Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,MTT,18.1033992767,-94.58070373540001
1765,Monclova International Airport,Monclova,Mexico,LOV,26.9557,-101.470001
1766,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,19.4363,-99.072098
1767,General Mariano Escobedo International Airport,Monterrey,Mexico,MTY,25.7784996033,-100.107002258
1768,General Rafael Buelna International Airport,Mazatlan,Mexico,MZT,23.1613998413,-106.26599884
1769,Nogales International Airport,Nogales,Mexico,NOG,31.22610092163086,-110.97599792480469
1770,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,NLD,27.4438991547,-99.5705032349
1771,Xoxocotlán International Airport,Oaxaca,Mexico,OAX,16.9999008179,-96.72660064700001
1772,El Tajín National Airport,Poza Rico,Mexico,PAZ,20.6026992798,-97.4608001709
1773,Hermanos Serdán International Airport,Puebla,Mexico,PBC,19.1581001282,-98.3713989258
1775,Mar de Cortés International Airport,Punta Penasco,Mexico,PPE,31.351987,-113.305177
1776,Piedras Negras International Airport,Piedras Negras,Mexico,PDS,28.627399,-100.535004
1777,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN,19.396699905395508,-102.03900146484376
1778,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,20.680099487304688,-105.25399780273438
1779,Puerto Escondido International Airport,Puerto Escondido,Mexico,PXM,15.8769,-97.089103
1780,Querétaro Intercontinental Airport,Queretaro,Mexico,QRO,20.6173,-100.185997
1781,General Lucio Blanco International Airport,Reynosa,Mexico,REX,26.0089,-98.2285
1782,Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,23.15180015563965,-109.72100067138672
1783,San Felipe International Airport,San Filipe,Mexico,SFH,30.930200576782,-114.80899810791
1784,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,SLP,22.254299163800006,-100.930999756
1787,Francisco Sarabia International Airport,Torreon,Mexico,TRC,25.568300247199996,-103.41100311299999
1788,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,TGZ,16.5636005402,-93.02249908450001
1789,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,TIJ,32.541099548339844,-116.97000122070312
1790,General Francisco Javier Mina International Airport,Tampico,Mexico,TAM,22.2964000702,-97.86589813229999
1791,Tamuin Airport,Tamuin,Mexico,TSL,22.0383,-98.806502
1792,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,TLC,19.3370990753,-99.56600189209999
1793,Tapachula International Airport,Tapachula,Mexico,TAP,14.794300079300001,-92.3700027466
1794,Cancún International Airport,Cancun,Mexico,CUN,21.036500930800003,-86.8770980835
1795,Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA,17.996999740600586,-92.81739807128906
1796,General Heriberto Jara International Airport,Vera Cruz,Mexico,VER,19.145900726300003,-96.1873016357
1797,General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,ZCL,22.8971004486,-102.68699646
1798,Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH,17.601600647,-101.460998535
1799,Zamora Airport,Zamora,Mexico,ZMM,20.045,-102.276001
1800,Playa De Oro International Airport,Manzanillo,Mexico,ZLO,19.144800186199998,-104.558998108
1802,Bluefields Airport,Bluefields,Nicaragua,BEF,11.991000175476074,-83.77410125732422
1805,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,12.141500473022461,-86.16819763183594
1806,Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,PUZ,14.047200202941895,-83.38670349121094
1807,Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,9.340849876403807,-82.25080108642578
1808,Cap Manuel Niño International Airport,Changuinola,Panama,CHX,9.458962,-82.515062
1809,Enrique Malek International Airport,David,Panama,DAV,8.390999794006348,-82.43499755859375
1810,Panama Pacific International Airport,Howard,Panama,BLB,8.91479,-79.599602
1811,Marcos A. Gelabert International Airport,Panama,Panama,PAC,8.973340034484863,-79.55560302734375
1812,Ruben Cantu Airport,Santiago,Panama,SYP,8.085599899291992,-80.94529724121094
1813,Tocumen International Airport,Panama City,Panama,PTY,9.0713596344,-79.3834991455
1814,Buenos Aires Airport,Buenos Aires,Costa Rica,BAI,9.163949,-83.33017099999998
1815,Coto 47 Airport,Coto 47,Costa Rica,OTR,8.601559638977049,-82.96859741210938
1816,Chacarita Airport,Chacarita,Costa Rica,JAP,9.98141002655,-84.7726974487
1819,Golfito Airport,Golfito,Costa Rica,GLF,8.654009819030763,-83.18219757080078
1820,Guapiles Airport,Guapiles,Costa Rica,GPL,10.2172002792,-83.79699707030002
1821,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,10.5933,-85.544403
1822,Los Chiles Airport,Los Chiles,Costa Rica,LSL,11.035300254821776,-84.70610046386719
1823,Limon International Airport,Limon,Costa Rica,LIO,9.95796012878418,-83.02200317382812
1824,Nosara Airport,Nosara Beach,Costa Rica,NOB,9.976490020750001,-85.65299987790002
1825,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,9.993860244750977,-84.20880126953125
1827,Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,8.951029777526855,-83.46859741210938
1828,Quepos Managua Airport,Quepos,Costa Rica,XQP,9.443160057067873,-84.12979888916016
1830,San Vito De Java Airport,San Vito De Jaba,Costa Rica,TOO,8.826109886169434,-82.95890045166016
1831,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,13.4409,-89.055702
1833,Les Cayes Airport,Cayes,Haiti,CYA,18.271099090576172,-73.78829956054688
1834,Cap Haitien International Airport,Cap Haitien,Haiti,CAP,19.733,-72.194702
1835,Jacmel Airport,Jacmel,Haiti,JAK,18.241100311279297,-72.51850128173828
1836,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,18.57999992370605,-72.2925033569336
1837,Gustavo Rizo Airport,Baracoa Playa,Cuba,BCA,20.36529922485352,-74.5062026977539
1838,Carlos Manuel de Cespedes Airport,Bayamo,Cuba,BYM,20.39640045166016,-76.62139892578125
1839,Maximo Gomez Airport,Ciego De Avila,Cuba,AVI,22.027099609375,-78.78959655761719
1840,Jardines Del Rey Airport,Cunagua,Cuba,CCC,22.4610004425,-78.32839965820001
1841,Jaime Gonzalez Airport,Cienfuegos,Cuba,CFG,22.149999618530273,-80.41419982910156
1842,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,21.616500854499996,-81.5459976196
1843,Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,21.420299530029297,-77.84750366210938
1844,Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,19.96980094909668,-75.83540344238281
1846,Leeward Point Field,Guantanamo,Cuba,NBW,19.906499862671,-75.207099914551
1847,Mariana Grajales Airport,Guantanamo,Cuba,GAO,20.08530044555664,-75.1583023071289
1848,José Martí International Airport,Havana,Cuba,HAV,22.989200592041016,-82.40910339355469
1849,Frank Pais International Airport,Holguin,Cuba,HOG,20.785600662231445,-76.31510162353516
1850,La Coloma Airport,La Coloma,Cuba,LCL,22.33609962463379,-83.64189910888672
1851,Orestes Acosta Airport,Moa,Cuba,MOA,20.65390014648437,-74.92220306396484
1852,Sierra Maestra Airport,Manzanillo,Cuba,MZO,20.28809928894043,-77.08920288085938
1853,Rafael Cabrera Airport,Nueva Gerona,Cuba,GER,21.834699630737305,-82.78379821777344
1854,Playa Baracoa Airport,Baracoa Playa,Cuba,UPB,23.0328006744,-82.5793991089
1855,Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,QPD,22.42140007019043,-83.67839813232422
1857,Abel Santamaria Airport,Santa Clara,Cuba,SNU,22.49220085144043,-79.943603515625
1859,Siguanea Airport,Siguanea,Cuba,SZJ,21.64249992370605,-82.9551010131836
1860,Sancti Spiritus Airport,Sancti Spiritus,Cuba,USS,21.9704,-79.44270300000002
1861,Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,23.03440093994141,-81.435302734375
1862,Hermanos Ameijeiras Airport,Las Tunas,Cuba,VTU,20.987600326538086,-76.93579864501953
1863,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,19.687000274658203,-79.88279724121094
1864,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,19.292800903299998,-81.3576965332
1865,Clarence A. Bain Airport,Clarence Bain,Bahamas,MAY,24.287700653076172,-77.68460083007812
1866,Andros Town Airport,Andros Town,Bahamas,ASD,24.69790077209473,-77.79560089111328
1867,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,26.5114,-77.08350300000002
1868,San Andros Airport,San Andros,Bahamas,SAQ,25.053800582885746,-78.04900360107422
1869,Spring Point Airport,Spring Point,Bahamas,AXP,22.441799163800006,-73.97090148930002
1871,Treasure Cay Airport,Treasure Cay,Bahamas,TCB,26.745300293000003,-77.3912963867
1872,Chub Cay Airport,Chub Cay,Bahamas,CCZ,25.41710090637207,-77.88089752197266
1873,Great Harbour Cay Airport,Bullocks Harbour,Bahamas,GHC,25.7383,-77.840103
1874,South Bimini Airport,Alice Town,Bahamas,BIM,25.6998996735,-79.2647018433
1875,Exuma International Airport,Great Exuma,Bahamas,GGT,23.5625991821,-75.8779983521
1877,North Eleuthera Airport,North Eleuthera,Bahamas,ELH,25.474899291999996,-76.6835021973
1878,Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,25.2847003937,-76.3310012817
1879,Normans Cay Airport,Norman's Cay,Bahamas,NMC,24.59429931640625,-76.82019805908203
1880,Rock Sound Airport,Rock Sound,Bahamas,RSD,24.8950787333,-76.1768817902
1881,Staniel Cay Airport,Staniel Cay,Bahamas,TYM,24.169099807739247,-76.43910217285156
1882,Grand Bahama International Airport,Freeport,Bahamas,FPO,26.5587005615,-78.695602417
1883,Inagua Airport,Matthew Town,Bahamas,IGA,20.975000381469727,-73.66690063476562
1884,Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,23.179000854499996,-75.09359741210002
1885,Stella Maris Airport,Stella Maris,Bahamas,SML,23.582317,-75.268621
1886,Mayaguana Airport,Mayaguana,Bahamas,MYG,22.379499,-73.013494
1887,Lynden Pindling International Airport,Nassau,Bahamas,NAS,25.0389995575,-77.46620178219999
1888,Duncan Town Airport,Duncan Town,Bahamas,DCT,22.18180084228516,-75.72949981689453
1889,Rum Cay Airport,Port Nelson,Bahamas,RCY,23.68440055847168,-74.83619689941406
1890,San Salvador Airport,Cockburn Town,Bahamas,ZSA,24.06329917907715,-74.52400207519531
1891,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,17.539100646972653,-88.30819702148438
1892,Aitutaki Airport,Aitutaki,Cook Islands,AIT,-18.830900192260746,-159.76400756835938
1893,Rarotonga International Airport,Avarua,Cook Islands,RAR,-21.202699661300002,-159.805999756
1894,Nadi International Airport,Nandi,Fiji,NAN,-17.755399703979492,177.4429931640625
1895,Nausori International Airport,Nausori,Fiji,SUV,-18.04330062866211,178.5590057373047
1896,Fua'amotu International Airport,Tongatapu,Tonga,TBU,-21.241199493408203,-175.14999389648438
1897,Vava'u International Airport,Vava'u,Tonga,VAV,-18.58530044555664,-173.96200561523438
1898,Bonriki International Airport,Tarawa,Kiribati,TRW,1.3816399574279783,173.14700317382812
1899,Tabiteuea North Airport,Tabiteuea North,Kiribati,TBF,-1.2244700193405151,174.7760009765625
1900,Hihifo Airport,Wallis,Wallis and Futuna,WLS,-13.238300323499999,-176.19900512700005
1901,Faleolo International Airport,Faleolo,Samoa,APW,-13.829999923706055,-172.00799560546875
1902,Pago Pago International Airport,Pago Pago,American Samoa,PPG,-14.3310003281,-170.710006714
1903,Rurutu Airport,Rurutu,French Polynesia,RUR,-22.43409919738769,-151.36099243164062
1904,Tubuai Airport,Tubuai,French Polynesia,TUB,-23.36540031433105,-149.5240020751953
1905,Anaa Airport,Anaa,French Polynesia,AAA,-17.35260009765625,-145.50999450683594
1906,Fangatau Airport,Fangatau,French Polynesia,FGU,-15.819899559020994,-140.88699340820312
1907,Tikehau Airport,Tikehau,French Polynesia,TIH,-15.119600296020508,-148.2310028076172
1908,Reao Airport,Reao,French Polynesia,REA,-18.465900421142575,-136.44000244140622
1909,Fakarava Airport,Fakarava,French Polynesia,FAV,-16.054100036621097,-145.65699768066406
1910,Manihi Airport,Manihi,French Polynesia,XMH,-14.436800003051758,-146.07000732421875
1911,Totegegie Airport,Totegegie,French Polynesia,GMR,-23.07990074157715,-134.88999938964844
1912,Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,-15.663299560546875,-146.88499450683594
1913,Makemo Airport,Makemo,French Polynesia,MKP,-16.583900451660153,-143.6580047607422
1914,Puka Puka Airport,Puka Puka,French Polynesia,PKP,-14.809499740600586,-138.81300354003906
1915,Takapoto Airport,Takapoto,French Polynesia,TKP,-14.709500312805176,-145.24600219726562
1916,Arutua Airport,Arutua,French Polynesia,AXR,-15.248299598693848,-146.61700439453125
1917,Mataiva Airport,Mataiva,French Polynesia,MVT,-14.8681001663208,-148.7169952392578
1918,Takaroa Airport,Takaroa,French Polynesia,TKX,-14.45580005645752,-145.02499389648438
1919,Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,-8.795599937438965,-140.22900390625
1920,Bora Bora Airport,Bora Bora,French Polynesia,BOB,-16.444400787353516,-151.75100708007812
1921,Rangiroa Airport,Rangiroa,French Polynesia,RGI,-14.954299926757812,-147.66099548339844
1922,Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,-16.687200546264652,-151.02200317382812
1923,Moorea Airport,Moorea,French Polynesia,MOZ,-17.49,-149.761993
1924,Hao Airport,Hao Island,French Polynesia,HOI,-18.074800491333008,-140.9459991455078
1925,Maupiti Airport,Maupiti,French Polynesia,MAU,-16.42650032043457,-152.24400329589844
1926,Raiatea Airport,Raiatea Island,French Polynesia,RFP,-16.7229,-151.466003
1927,Bauerfield International Airport,Port-vila,Vanuatu,VLI,-17.699300765991,168.32000732422
1928,Koné Airport,Kone,New Caledonia,KNQ,-21.05430030822754,164.83700561523438
