"Airline","Departure","Destination","distance_km"
"FR","SVQ","SCQ","645.678"
"G4","SFB","SDF","1124.687"
"AH","BEY","ALG","2933.849"
"PR","MNL","HAN","1773.139"
"5J","DVO","BCD","498.285"
"HV","RTM","SAW","2251.008"
"BA","LCY","FCO","1420.761"
"TK","ESB","CKZ","558.273"
"DL","ORD","YVR","2831.387"
"QG","KNO","BTH","645.472"
"G5","XIY","THQ","265.293"
"AY","MHQ","HEL","280.504"
"U2","LGW","AYT","2908.058"
"UA","DEN","YVR","1789.481"
"HU","OVB","URC","1282.366"
"GA","CGK","BWX","881.72"
"VE","BOG","MZL","150.491"
"KN","PKX","XMN","1671.894"
"AC","YYZ","YYJ","3370.262"
"WN","BWI","DAY","652.352"
"AS","PQI","BOS","534.993"
"AF","CDG","PUF","666.574"
"M5","LKE","SEA","20.139"
"PD","YOW","YHZ","954.804"
"UX","MAD","PRG","1750.409"
"Y4","MEX","MZT","852.436"
"A3","ZRH","RHO","2021.084"
"DL","PIT","MCO","1344.836"
"SW","ERS","OND","539.375"
"NH","FUK","HND","881.335"
"NK","MSY","BNA","758.832"
"FR","PIK","PMI","1855.211"
"R3","PWE","VKO","5581.339"
"FY","KBR","JHB","525.881"
"IB","BCN","RNS","810.894"
"G4","SFB","RIC","1036.464"
"TK","DNK","IST","932.467"
"CA","LGW","PEK","8165.029"
"HV","EIN","PRG","642.104"
"DL","YUL","DTW","851.072"
"FR","STN","SVQ","1678.609"
"IOS","UUD","NZH","739.371"
"MU","INC","TNA","1002.118"
"AT","CAI","CMN","3683.733"
"GA","DPS","CGK","982.59"
"U2","BRI","LGW","1708.572"
"SN","BRU","CPH","754.383"
"KL","ABZ","AMS","703.273"
"US","LAX","HNL","4108.224"
"DD","DMK","ZYI","1658.845"
"CZ","XMN","SHE","1964.247"
"UA","PSP","LAS","279.036"
"MU","LJG","TPE","2104.805"
"G5","CKG","NNY","673.044"
"6E","CCU","PNQ","1577.308"
"AR","AEP","GIG","1969.179"
"4U","KVA","STR","1486.65"
"MU","YCU","TYN","325.498"
"FR","RYG","EDI","921.981"
"HO","KWE","HUZ","877.371"
"DL","CVG","CUN","2013.948"
"A3","ARN","SKG","2156.224"
"LA","CCP","PUQ","1812.827"
"KL","JNB","AMS","9017.298"
"IW","UPG","KBU","405.574"
"MF","TNA","XMN","1371.917"
"TO","ALC","NCL","1865.049"
"JV","YHD","YAG","140.327"
"AA","LHR","BGO","1042.123"
"DL","MSY","RDU","1253.237"
"A3","KGS","RHO","98.702"
"UA","DEN","SBA","1471.392"
"AA","CLT","HSV","535.468"
"AA","NGO","NRT","340.175"
"JD","NKG","HAK","1557.683"
"FL","SJU","MCO","1913.331"
"ID","UPG","MKQ","2335.037"
"KY","CSX","LUM","1522.437"
"US","DFW","DSM","1005.602"
"X3","HER","HAM","2352.964"
"8Q","KZN","AYT","2501.895"
"GL","JJU","LLU","37.594"
"AT","TTA","GLN","125.981"
"LY","TLV","GVA","2918.537"
"WS","YHZ","YOW","954.804"
"JQ","WLG","DUD","631.598"
"3U","ZHA","HKG","386.954"
"VJ","HAN","DLI","1087.848"
"HU","XIY","FOC","1410.9"
"WS","YYC","MBJ","4812.549"
"EW","MJT","VIE","1288.454"
"3H","YPX","YGL","714.907"
"2B","UUA","LED","1464.057"
"O6","JDO","GRU","1960.424"
"CA","HLD","HET","1120.291"
"W6","WAW","BCN","1869.689"
"PS","KBP","MXP","1723.429"
"AT","CMN","NDR","456.664"
"AA","CLT","IND","688.061"
"KE","SCL","LIM","2461.893"
"SQ","XMN","SIN","2993.246"
"TP","ZRH","LIS","1723.492"
"UK","DEL","MAA","1760.861"
"FR","LRH","DUB","883.274"
"UA","DEN","OKC","796.292"
"TW","ICN","SPN","3127.449"
"EP","GBT","ZAH","1023.884"
"GS","CSX","HAK","959.578"
"WN","DAY","BWI","652.352"
"3U","TYN","SHE","1023.68"
"AS","FCA","SEA","607.867"
"BA","LHR","LOS","5004.06"
"U2","LGW","RHO","2771.965"
"IA","EBL","DXB","1634.189"
"AS","YKM","PDX","192.247"
"UA","DEN","PSP","1246.833"
"F9","DEN","HRL","1649.633"
"FR","LEI","EMA","1779.544"
"UO","ICN","HKG","2069.728"
"G4","PIE","CHA","827.341"
"MU","WNZ","PEK","1408.535"
"A5","RNS","SXB","694.053"
"ET","APL","MPM","1390.079"
"VY","FLR","AMS","1058.331"
"FR","ZAD","CRL","1081.483"
"AF","BIA","CDG","896.458"
"QQ","BNE","ASP","1965.387"
"FR","BCN","VCE","951.75"
"AI","CCU","VNS","646.922"
"G4","MLI","LAS","2210.038"
"JT","BPN","BEJ","385.376"
"9W","DEL","ATQ","413.869"
"7F","YBK","YUT","517.786"
"FR","BTS","EIN","923.082"
"IT","HND","TPE","2121.587"
"FM","SHA","LHW","1736.252"
"AA","SAN","MIA","3642.551"
"CZ","NBS","CGQ","265.132"
"GF","COK","BAH","3246.989"
"QZ","SUB","KUL","1666.819"
"DR","LHW","WUH","1167.89"
"AI","HYD","VGA","263.632"
"WS","YYC","YYF","436.844"
"CZ","DLC","TNA","445.789"
"US","BOS","CUN","2796.18"
"WN","STL","MSP","721.652"
"AZ","SVG","AMS","732.384"
"WN","SNA","OAK","597.235"
"9I","TRZ","IXM","123.533"
"VA","ADL","PER","2115.45"
"WJ","YZV","YNA","318.546"
"A4","ROV","OVB","3036.11"
"FR","DUB","PSA","1628.794"
"XQ","SZG","AYT","1891.087"
"S4","BOS","LIS","5124.081"
"WF","BOO","BGO","894.38"
"OS","VIE","LWO","571.218"
"AB","RIX","TXL","838.583"
"EP","THR","AZD","501.964"
"9W","MAA","BLR","267.751"
"FR","LTN","DUB","433.532"
"EY","JFK","CDG","5833.65"
"CZ","KUL","XMN","2996.059"
"ZL","TSV","WIN","515.605"
"AA","LHR","BSL","719.612"
"BI","BWN","ICN","3801.281"
"PS","TLV","VIN","1986.06"
"FL","MKE","RSW","1907.742"
"MU","FOC","SHA","607.547"
"CM","MGA","GUA","544.142"
"TO","NTE","LIS","1113.035"
"G5","HGH","FUG","534.033"
"FR","BTS","PFO","1956.764"
"LA","MIA","BRU","7459.318"
"VY","MRS","FCO","602.204"
"9K","SJU","AXA","312.136"
"AZ","TRN","CDG","573.003"
"LH","GRU","CWB","359.1"
"AF","BSB","CDG","8756.302"
"ZH","KWE","CGO","1113.831"
"FR","TSF","SUF","820.138"
"SM","HBE","KWI","1766.342"
"HO","NBS","TSN","924.968"
"FJ","NAN","KDV","163.27"
"U2","BSL","FCO","743.336"
"OK","SXB","PRG","510.899"
"6E","HYD","JAI","1100.161"
"AY","SIN","HEL","9275.353"
"TU","DJE","CDG","1814.899"
"PC","ESB","VIE","1578.171"
"SY","MSP","SAN","2462.796"
"AI","CNN","DEL","1858.193"
"US","OKC","DFW","282.363"
"4U","AGP","TXL","2245.876"
"SY","LAN","MSP","730.595"
"NF","VLI","AKL","2238.58"
"BT","VNO","CDG","1673.65"
"G4","DSM","LAS","1952.199"
"SV","MUC","JED","3832.651"
"U2","ORY","FAO","1547.96"
"FA","JNB","PLZ","908.229"
"FR","PFO","TLL","2802.261"
"AA","DFW","PHX","1393.866"
"DY","ALC","LGW","1430.913"
"AZ","CDG","HAM","727.847"
"KE","GMP","HND","1180.415"
"NZ","PER","KNX","2211.251"
"AY","PNA","MAD","301.097"
"SE","CDG","SID","4263.187"
"KN","NAY","LYI","556.158"
"AA","ORD","ATW","258.324"
"JQ","BNE","DPS","4487.789"
"CA","CKG","DXB","5042.081"
"ZH","TYN","DLC","788.39"
"AA","EZE","MIA","7118.915"
"SZ","DXB","DYU","1944.467"
"FR","BLL","STN","724.689"
"LH","PUY","FRA","698.52"
"IA","NJF","BOM","3181.666"
"SC","SYX","CGO","1855.771"
"US","BWI","ORD","997.971"
"US","CLT","FLO","159.698"
"AE","TPE","XMN","318.953"
"CX","FRA","HKG","9153.326"
"DL","PVR","MSP","2909.199"
"TK","FIH","NBO","2409.786"
"KL","OPO","AMS","1594.973"
"MH","LGK","SZB","408.929"
"KQ","JED","NBO","2568.789"
"FR","KUN","LGW","1667.552"
"FZ","DXB","BGW","1398.006"
"ZL","ADL","PUG","281.359"
"LH","IAD","MSY","1536.036"
"VA","ADL","DPS","3759.901"
"D2","LED","CEE","440.73"
"4D","TLV","CAI","392.487"
"DY","ORY","HEL","1928.259"
"KE","LHR","ICN","8861.232"
"ZH","WUX","SZX","1182.075"
"DL","SJO","JFK","3558.985"
"5Q","MVD","ASU","1076.832"
"OM","ULN","CAN","2779.705"
"2B","UUA","NJC","1557.172"
"FY","SZB","BTH","362.595"
"AP","STR","CTA","1334.165"
"CZ","KWL","TPE","1126.517"
"QF","ADL","AYQ","1305.132"
"TOM","PMI","EXT","1332.649"
"RO","OTP","AMS","1783.204"
"AZ","YYZ","FCO","7085.631"
"DL","DFW","MEM","693.302"
"ZB","MAN","SSH","4108.347"
"US","DFW","CUU","971.29"
"U6","IKT","HRB","1750.129"
"MU","HFE","MIG","1189.177"
"OS","VIE","BER","519.749"
"OG","HBX","TIR","517.021"
"6E","JAI","HYD","1100.161"
"TO","MPL","DJE","1228.938"
"TV","XIY","ZHA","1479.791"
"JJ","JPA","GRU","2189.947"
"9K","MSS","ALB","257.237"
"WN","DEN","MEM","1401.419"
"9M","YXS","YYD","309.754"
"FR","WMI","EIN","1050.917"
"WO","PVR","YXX","3498.724"
"BA","LGW","NCE","1001.009"
"AA","MIA","AUS","1773.037"
"PC","BGY","SAW","1668.301"
"ZL","WGA","ABX","110.361"
"RJ","MUC","VIE","355.29"
"I5","HYD","GOI","532.115"
"AA","JFK","PHX","3458.119"
"EW","HAM","FCO","1326.005"
"WS","YVR","YBL","172.418"
"JQ","ADL","MEL","641.599"
"US","PHX","YVR","1980.399"
"FD","DMK","NNT","544.656"
"AA","JFK","DOH","10769.458"
"AT","ORY","RAK","2094.389"
"AC","YQL","YYC","186.275"
"CZ","WNZ","CAN","908.345"
"W6","GSE","BEG","1552.763"
"VY","SCQ","FCO","1697.444"
"MF","NNG","FOC","1221.561"
"AF","NRT","CDG","9709.929"
"OU","OSI","ZAG","215.52"
"QB","IKA","DXB","1199.864"
"LH","BRU","LIN","702.775"
"ET","FRA","TLS","897.827"
"AD","SDU","CNF","374.878"
"N4","SVO","NBC","917.508"
"DZ","DLC","YIW","1078.706"
"OQ","CKG","XMN","1273.043"
"D7","KUL","HND","5350.312"
"DL","MCO","BDL","1692.214"
"HU","URC","AKU","657.14"
"S4","LIS","BOS","5124.081"
"OR","CUN","HOG","1097.242"
"AC","NAS","YUL","2296.268"
"UA","IAD","PWM","793.041"
"KY","XFN","KMG","1202.831"
"US","MGM","DFW","998.882"
"WU","BGY","LWO","1158.414"
"US","PHL","BHM","1241.366"
"AA","RDU","JFK","686.503"
"TO","FUE","LGW","2770.363"
"AA","SCL","LIM","2461.893"
"SV","JED","BEY","1397.15"
"HO","SZX","YIH","910.272"
"LH","FRA","MLA","1646.654"
"TK","IST","OVB","4159.133"
"AY","TXL","CPH","342.539"
"A3","SKG","HER","607.652"
"VY","LEJ","BCN","1366.73"
"B6","LRM","JFK","2510.738"
"UK","BOM","VNS","1247.285"
"CZ","YNJ","ICN","653.591"
"MF","XIY","INC","511.25"
"BY","LGW","LIR","8769.458"
"TP","YYZ","LIS","5740.465"
"QR","DOH","ISB","2248.723"
"AC","YUL","ZRH","5995.7"
"LH","FRA","JTR","2033.974"
"MU","NKG","LYG","314.646"
"TW","ICN","SYX","2700.624"
"QG","KNO","CGK","1387.127"
"MF","CRK","JJN","1088.211"
"QR","AMS","ORD","6611.863"
"GA","BDO","SIN","999.854"
"HU","HAK","SWA","742.461"
"US","LAX","SAL","3734.35"
"CZ","NRT","SZX","2949.245"
"Y7","KHV","KJA","2968.415"
"US","DFW","GIG","8419.425"
"OK","PRG","FRA","406.055"
"IB","GOT","LHR","1068.834"
"LN","TIP","MLA","375.245"
"OK","PRG","GOT","850.718"
"FR","WRO","MAN","1324.566"
"SU","DOK","SVO","878.608"
"AS","SAN","MRY","603.745"
"IN","JOG","PGK","785.699"
"BA","LHR","MXP","936.376"
"F9","DEN","TUS","1028.812"
"MJ","DAC","CMB","2165.76"
"LH","LHR","YEG","6809.38"
"QV","PKZ","ZVK","192.398"
"KQ","FIH","BZV","25.952"
"AA","LIS","LHR","1563.931"
"CX","ANC","DFW","4889.263"
"UA","YXU","ORD","565.56"
"VB","MTY","MZT","687.793"
"U2","CPH","EDI","1000.64"
"LA","AJU","GRU","1705.63"
"D7","PEK","KUL","4413.474"
"4U","LHR","STR","756.253"
"7C","ICN","SGN","3562.69"
"AY","JYV","HEL","234.653"
"U2","TXL","BUD","712.017"
"LA","SCL","LIM","2461.893"
"QR","MEX","GDL","459.107"
"AD","PLU","SJK","424.421"
"FR","KUN","PFO","2342.684"
"DL","MID","MEX","996.431"
"7C","ICN","FUK","563.319"
"HX","XMN","HKG","496.476"
"PK","KUL","PEW","4675.749"
"GS","KWE","HAK","823.786"
"JT","BDO","BDJ","883.818"
"OZ","DAD","PUS","2962.161"
"WN","AUS","MCI","1047.449"
"IW","BDO","SRG","309.06"
"JL","NGO","HND","281.082"
"3U","SYX","KWE","954.176"
"DL","SEA","OGG","4248.362"
"TR","IPH","SIN","481.501"
"FI","KEF","LHR","1894.994"
"EK","DXB","CPT","7643.572"
"VT","HUH","BOB","82.254"
"DE","ZRH","OLB","734.162"
"DL","PIT","DTW","323.166"
"UA","ORD","DEL","12021.276"
"OE","VIE","BLL","987.965"
"3U","CZX","CKG","1277.26"
"OV","TLL","KBP","1079.273"
"G4","YNG","MYR","856.956"
"EK","BOM","DXB","1926.162"
"WN","PHX","GEG","1643.859"
"LI","PTP","ANU","100.801"
"9C","SJW","SHA","993.478"
"AB","JFK","TXL","6367.74"
"8L","KMG","KWE","419.147"
"CA","WUH","HAK","1263.505"
"IOS","KJA","OVB","631.172"
"KR","FRU","OVB","1454.04"
"CZ","LYI","WUH","615.176"
"CA","HET","TSN","508.012"
"GJ","LJG","KWL","992.281"
"AB","OLB","MUC","848.079"
"MH","IPH","SIN","481.501"
"QR","PIT","LUX","6484.107"
"ZK","DEN","LBL","450.127"
"AA","PHX","STL","2026.818"
"ET","SIN","MEL","6033.041"
"VB","MEX","PVR","660.294"
"HU","FOC","XIY","1410.9"
"AZ","NCE","FSC","285.133"
"MY","BZE","CUK","36.422"
"WK","CPT","ZRH","9109.971"
"SL","CNX","NKG","2459.764"
"AM","DGO","TIJ","1533.802"
"AS","PDX","JFK","3938.866"
"IG","CTA","ZRH","1232.477"
"AZ","NTE","CDG","371.783"
"UA","FRA","DFW","8258.176"
"QG","HLP","KNO","1415.642"
"FR","STN","OSR","1276.481"
"G8","BLR","PNQ","722.687"
"U2","BSL","SUF","1194.419"
"CZ","MDG","DLC","907.927"
"WF","HFT","MEH","156.518"
"SU","EGO","SVO","595.051"
"TV","LXA","YBP","1325.637"
"AD","THE","REC","936.766"
"DL","SBN","RIC","900.727"
"RI","HKG","DPS","3456.084"
"AY","SJU","JFK","2577.921"
"U2","LGW","MPL","897.819"
"BV","BGY","TIA","934.959"
"DL","JFK","LIS","5404.428"
"ZH","NNG","HAK","380.146"
"UL","MAA","HRI","752.924"
"SA","MQP","CPT","1537.23"
"5U","RTB","GUA","470.463"
"US","DFW","MGM","998.882"
"SU","SVO","AYT","2178.242"
"EP","AWZ","IFN","331.69"
"UA","DEN","DTW","1802.297"
"US","PIA","ORD","208.96"
"A3","MUC","HER","1817.817"
"AC","CLE","YYZ","310.637"
"FR","VLC","NAP","1262.89"
"IG","MLA","LIN","1152.194"
"MU","ZYI","WUH","784.405"
"LA","VIX","GRU","729.613"
"OQ","DLC","LYI","516.689"
"FR","AHO","NRN","1230.887"
"AA","JFK","MCO","1521.389"
"MF","TSN","JJN","1597.469"
"CU","HAV","NAS","551.307"
"DL","DEN","CVG","1716.356"
"WS","YYT","YOW","1766.919"
"DL","HPN","DTW","811.165"
"FL","OKC","STL","741.788"
"OK","PMI","PRG","1480.162"
"PR","MNL","DWC","6929.058"
"OZ","PUS","HGH","966.884"
"AD","CNF","CPV","1626.778"
"CX","MSY","DFW","719.44"
"AA","PHL","MUC","6631.158"
"W6","DEB","DSA","1724.535"
"AA","PIT","BDL","651.438"
"UQ","URC","LHW","1594.344"
"4U","TXL","BLQ","904.218"
"HS","SDL","GOT","611.635"
"4U","TXL","VIE","546.704"
"GX","LHW","UYN","565.529"
"US","MIA","SAL","1650.659"
"AS","LAX","RNO","629.619"
"A3","RHO","ZRH","2021.084"
"EU","DLC","JNG","615.174"
"BK","NNG","SZX","578.754"
"8L","KMG","WUH","1274.344"
"UA","ORD","ICT","944.666"
"TK","SSH","IST","1565.271"
"4Z","JNB","WDH","1164.717"
"SK","HAU","CPH","607.608"
"MS","CAI","KGL","3570.834"
"FM","SZX","SHA","1208.436"
"FR","VNO","STN","1684.652"
"AC","YXT","YVR","693.286"
"AS","ISP","BOS","246.575"
"CA","TSN","SZX","1863.402"
"AP","VCE","SUF","800.527"
"DL","MSP","PDX","2288.69"
"UA","MSN","MSP","366.023"
"NP","TUU","CAI","542.136"
"KE","CJU","GMP","450.812"
"5J","MNL","REP","1860.388"
"AC","YYC","NRT","7945.729"
"BA","HEL","LHR","1847.956"
"2N","VHM","ARN","550.757"
"AA","ORF","MIA","1293.676"
"WJ","ZGS","YZV","397.191"
"CX","HKG","HGH","1094.053"
"MU","NGB","SZX","1104.354"
"NH","ORD","NRT","10073.984"
"IR","THR","GBT","308.175"
"GS","AQG","HAK","1356.025"
"VY","BCN","FRA","1093.614"
"K5","BNA","MKL","209.888"
"IT","CJU","TPE","1067.075"
"FR","OPO","FRA","1652.746"
"B5","ASV","WIL","154.999"
"MU","WEH","NKG","679.478"
"KE","SFO","ICN","9085.266"
"HV","EIN","BCN","1156.62"
"HU","TPE","CAN","825.857"
"FR","PMI","BGY","887.16"
"TO","AGA","LGW","2437.794"
"MF","WUS","PEK","1382.528"
"SU","LED","RHO","2606.076"
"AA","CLT","MSY","1047.219"
"8B","PKN","PKY","257.767"
"F9","DEN","FSD","776.905"
"QF","DRW","DIL","726.072"
"OK","MAD","PRG","1750.409"
"CZ","HTN","CGO","3061.494"
"IB","BCN","LHR","1147.713"
"4U","DTM","PMI","1382.911"
"K6","PNH","CAN","1592.286"
"VA","DRW","PER","2652.285"
"LM","LSI","ABZ","302.231"
"BE","GCI","EXT","155.665"
"IX","TRZ","SHJ","2929.807"
"U2","BSL","AMS","560.643"
"CA","PEK","WMT","1656.825"
"BA","BGO","LHR","1042.123"
"FR","NAP","TSF","556.038"
"TK","SAW","BRU","2204.101"
"7P","SJO","DAV","263.957"
"US","LHR","JNB","9075.134"
"OS","VIE","TLL","1366.749"
"8L","CGO","SYX","1855.771"
"US","CLT","MCI","1298.944"
"NZ","WLG","ROT","380.46"
"PD","YTZ","MYR","1106.885"
"CZ","CAN","CGO","1238.416"
"SZ","DYU","URC","1665.258"
"CA","KMG","CGO","1482.969"
"HU","NZH","HTA","393.322"
"B9","SYZ","THR","694.198"
"JD","HGH","UYN","1343.33"
"MU","JNZ","YNT","412.252"
"8L","LJG","SZX","1441.582"
"PC","BLQ","SAW","1523.185"
"IB","SCQ","AGP","768.232"
"SX","BRN","HAM","767.389"
"MF","LYG","FOC","963.319"
"AA","PHL","BNA","1084.3"
"EU","JNG","SHE","939.564"
"EI","MAN","ORK","452.084"
"AM","PHX","HMO","491.024"
"AR","MDZ","NQN","682.625"
"A5","NCE","ETZ","596.57"
"FL","PVD","BWI","527.119"
"BM","KSU","ABZ","857.933"
"TO","LGW","NBE","1877.311"
"BK","NNG","HAK","380.146"
"AR","REL","AEP","1129.283"
"BA","LGW","GVA","714.908"
"LA","GRU","TLV","10606.965"
"4U","PMI","DTM","1382.911"
"W6","DTM","KUT","2815.382"
"NH","KUH","HND","914.853"
"AS","DFW","SEA","2668.153"
"UA","SFO","PIT","3618.273"
"LA","SCL","ZAL","725.399"
"AI","MAA","IXZ","1372.57"
"UA","DEN","FSD","776.905"
"X3","BSL","PMI","973.088"
"HY","TAS","SHJ","2178.82"
"FD","CEI","DMK","675.982"
"MU","CZX","CAN","1142.334"
"UA","MKE","TVC","272.47"
"G4","HTS","SFB","1073.217"
"QV","ZVK","PKZ","192.398"
"LS","MAH","NCL","1743.372"
"CZ","CAN","LZY","1997.659"
"FR","ALC","LGW","1430.913"
"S2","DEL","PNQ","1156.465"
"HO","HRB","WUX","1649.417"
"MU","AAT","XIY","2264.589"
"VN","REP","DAD","555.118"
"BA","IBZ","LCY","1408.388"
"7M","VER","VSA","377.466"
"U2","LTN","CDG","379.371"
"CA","NRT","HGH","1955.627"
"G4","SFB","MLI","1639.621"
"FR","GPA","PFO","1059.657"
"LA","BSB","MAB","1175.141"
"4G","NUX","VKO","2370.231"
"XQ","STR","AYT","2182.409"
"7H","WMO","GLV","24.744"
"PR","MNL","CRM","450.106"
"Z3","KTN","MTM","26.42"
"AD","VCP","AJU","1710.884"
"UA","PDX","YVR","403.296"
"CZ","CAN","DAD","975.758"
"TP","OPO","FRA","1652.746"
"IB","MAD","RNS","857.185"
"JL","HND","SVO","7493.884"
"KL","SFO","SEA","1093.06"
"HU","CGO","XMN","1183.884"
"QF","PQQ","BNE","451.188"
"QS","KSC","AYT","1520.39"
"JJ","MXP","GRU","9485.491"
"AT","AMS","CMN","2327.102"
"CA","TYN","HRB","1427.298"
"N4","SVO","KHV","6136.855"
"KN","PKX","HLH","871.717"
"B6","OAK","JFK","4135.145"
"S2","MAA","BLR","267.751"
"ZL","DBO","SYD","309.415"
"AA","PEK","SEA","8679.141"
"AZ","NAP","LIN","649.615"
"FR","CCF","LPL","1187.191"
"CZ","SIN","CAN","2648.421"
"MU","CSX","SYX","1165.867"
"W6","OTP","EIN","1711.983"
"LN","BEN","IST","1268.893"
"6E","HYD","IXR","986.672"
"SA","ELS","PLZ","230.364"
"SC","YNT","JMU","1288.295"
"UA","DEN","RIW","475.695"
"EI","ORK","AMS","906.114"
"IB","MAD","DUB","1454.221"
"IT","TPE","ICN","1463.679"
"AA","LAX","BDL","4057.331"
"VB","MTY","ACA","1003.799"
"DL","IND","MEM","613.11"
"VY","ORY","LPA","2768.162"
"O6","BSB","CGB","877.349"
"DL","NAS","JFK","1768.132"
"DV","TSE","NRT","5599.992"
"8E","ORV","OTZ","69.463"
"LX","GVA","DUB","1191.303"
"LI","SLU","FDF","63.48"
"PK","BHV","ISB","480.593"
"AA","LAX","RNO","629.619"
"CZ","HGH","WUH","599.561"
"DL","DTW","SEA","3093.008"
"DE","FRA","BWI","6482.64"
"AA","LAS","CLT","3076.588"
"SU","UUS","HRB","1271.546"
"OS","MLA","VIE","1373.237"
"SE","RUN","MRS","8800.743"
"6E","CCU","IXS","525.012"
"AA","ALB","MKE","1147.941"
"3U","DLC","CKG","1707.23"
"7C","PUS","TPE","1344.528"
"SQ","MEL","CHC","2413.631"
"TK","IST","DBV","878.539"
"UA","CLT","OKC","1509.959"
"MU","XIY","HYN","1366.856"
"9V","VLN","BLA","354.261"
"GS","TSN","HAK","2233.531"
"HZ","OHH","KHV","783.145"
"8Q","DIY","IST","1049.691"
"AB","MUC","TXL","479.575"
"BG","DAC","CXB","310.673"
"7P","SIC","PAC","95.092"
"S6","PAP","HAV","1159.878"
"OS","JSI","VIE","1138.186"
"CZ","AQG","CAN","881.453"
"AM","LAX","MTY","1980.289"
"UA","GVA","YUL","5905.059"
"IR","THR","AJK","218.209"
"LH","ORD","LHR","6343.751"
"LH","MEX","MUC","9844.86"
"MU","KMG","LXA","1275.92"
"JD","HGH","HET","1413.186"
"PK","ISB","JED","3552.967"
"QR","DPS","DOH","7844.43"
"B6","BOS","PHL","450.142"
"JT","PGK","CGK","444.419"
"EU","WUH","LXA","2244.482"
"ZI","BSK","ORY","1573.388"
"WS","YYZ","JFK","588.596"
"SU","TSE","LED","2724.706"
"CZ","CAN","PNH","1592.286"
"SD","KRT","DOH","2254.744"
"DE","MAN","IBZ","1634.01"
"WN","PDX","SMF","770.965"
"AP","PSA","TXL","1009.848"
"KN","PKX","DBC","858.374"
"US","CLT","PUJ","2227.525"
"WN","AMA","LAS","1217.72"
"FU","HLD","HRB","625.98"
"UA","BDL","IAD","523.291"
"DL","VSA","MEX","677.819"
"AA","YVR","SEA","204.522"
"CZ","JMU","DLC","1136.823"
"G3","BSB","BEL","1612.356"
"WU","KUT","HRK","984.409"
"BR","TXN","TPE","595.202"
"TK","TAS","ISL","3358.768"
"UA","DEN","JAC","652.937"
"KL","AMS","BUD","1169.212"
"G4","LEX","PGD","1260.02"
"LH","LUX","MUC","430.923"
"HU","TNA","ZHA","1861.339"
"EK","IAD","DXB","11355.262"
"GS","XIY","DSN","569.325"
"4U","STR","SKG","1414.007"
"JT","SOQ","BXB","300.647"
"SU","SVO","DEL","4363.35"
"LH","FRA","AGA","2656.307"
"9H","HIA","FOC","875.052"
"CA","PEK","NGB","1223.154"
"OZ","KWJ","GMP","270.777"
"US","CLT","GSP","121.402"
"IY","ADE","DXB","1755.53"
"SG","MAA","GAU","1883.883"
"G8","DEL","HYD","1267.684"
"AA","FRA","DFW","8258.176"
"FR","BGY","STN","977.475"
"WN","BWI","BDL","455.719"
"DL","CLT","DTW","805.696"
"S7","OVB","KJA","631.172"
"RJ","GVA","ZRH","230.281"
"AF","TPE","AMS","9442.514"
"IW","KOE","ENE","264.963"
"U2","MXP","BDS","929.171"
"GS","CSX","XIY","814.826"
"BL","DAD","HAN","628.397"
"DY","JFK","BGO","5603.806"
"W6","LTN","BUD","1491.541"
"SY","PSP","MSP","2336.339"
"8P","YAA","YVR","391.677"
"2J","OUA","COO","791.912"
"IB","BRU","AGP","1735.481"
"CA","HFE","CSX","559.972"
"HU","CGO","HGH","781.29"
"O6","FOR","JDO","391.412"
"Z2","CGY","ILO","327.516"
"IY","BOM","SAH","3064.635"
"OU","ZAG","ZRH","605.232"
"UN","AGP","VKO","3760.009"
"9W","JNB","BOM","6963.999"
"FO","TAI","SAH","199.261"
"CZ","NNG","PEK","2098.069"
"VY","BCN","LUX","979.772"
"UA","IAD","SAV","830.135"
"BH","YXT","YYD","97.985"
"TR","SIN","TXL","9936.079"
"ZH","CAN","WNZ","908.345"
"CZ","SYM","KMG","325.54"
"LA","IMP","SLZ","485.076"
"UT","VKO","RIX","832.737"
"Y7","KJA","IKT","885.237"
"EW","PMI","LEJ","1510.691"
"US","SJD","DFW","1647.935"
"AI","DEL","TRV","2233.363"
"F9","MCO","SAN","3451.561"
"7C","NGO","ICN","973.15"
"US","DFW","LIT","489.11"
"5J","MNL","BXU","785.664"
"AC","YSJ","YHZ","193.099"
"LH","EDI","FRA","1032.854"
"MH","SIN","LGK","728.267"
"S4","LIS","LPA","1337.912"
"EK","CDG","DXB","5238.621"
"SU","ZAG","SVO","1868.199"
"U2","MPL","BSL","525.428"
"U6","ZIA","ALA","3068.413"
"T7","MRS","AJA","337.763"
"FR","BVA","VLC","1126.843"
"ZI","ORY","BJA","1353.33"
"AT","NDR","RTM","1978.053"
"IG","FUE","MXP","2750.995"
"MU","HAK","PEK","2314.832"
"UX","ZAZ","PMI","396.319"
"9K","RKD","BOS","243.739"
"UA","DEN","BUR","1366.146"
"AS","SEA","SMF","975.089"
"AY","KAJ","JYV","232.515"
"JD","HGH","INC","1607.844"
"AA","PHX","OAK","1038.223"
"IB","MAD","LDE","421.13"
"AC","HKG","YYZ","12548.529"
"JJ","GRU","BEL","2462.043"
"YK","FRU","OSS","306.295"
"HO","NKG","HNY","808.702"
"AA","BRU","PHL","6035.513"
"CA","HGH","CGO","781.29"
"WS","PVR","YYC","3469.402"
"OZ","RSU","GMP","310.963"
"HU","PEK","CGQ","867.817"
"UA","MLI","DEN","1206.519"
