"Airline","Departure","Destination","distance_km"
"UA","ALA","TSE","950.542"
"P4","GCM","LCE","703.73"
"TS","CDG","YQB","5292.109"
"AC","SJD","YYC","3131.239"
"CZ","SWA","CAN","327.293"
"AP","CDG","LIN","644.078"
"AM","CUN","MAD","7961.518"
"OV","LED","TLL","308.385"
"FR","LIS","EIN","1804.458"
"BM","EBJ","ABZ","687.093"
"BA","LHR","EZE","11136.564"
"AV","TGU","GUA","361.343"
"B2","CDG","MSQ","1835.499"
"KN","WDS","FUO","1078.357"
"AC","YYC","YCD","738.455"
"US","TUL","DFW","381.918"
"CA","WEH","HGH","791.216"
"AK","KUL","HKG","2543.09"
"Y4","GDL","OAX","796.055"
"SM","KTW","HRG","2875.044"
"HV","EIN","SAW","2169.397"
"AF","CDG","MRS","652.819"
"SU","KUF","LED","1395.62"
"AF","CDG","CFE","361.736"
"WS","YYC","BNA","2734.046"
"UN","LED","MSQ","671.784"
"S4","PIX","TER","119.512"
"QF","MEL","DPS","4381.968"
"P9","LIM","TPP","618.403"
"HV","EIN","LIS","1804.458"
"W6","EIN","WRO","800.823"
"F2","NYK","UAS","85.761"
"NK","BWI","CUN","2239.548"
"YQ","MTY","DGO","482.136"
"F9","DEN","CID","1111.691"
"AS","SNA","DFW","1934.859"
"DL","BOS","CUN","2796.18"
"CA","DLC","SJW","599.099"
"IB","MAD","SPC","1845.833"
"A5","BIA","CFE","618.532"
"MU","WUX","HKG","1207.8"
"WS","YYC","YXX","638.554"
"KC","PWQ","TSE","408.438"
"TK","SAW","EBL","1373.198"
"SV","HYD","JED","4136.559"
"TS","YQB","CUN","3186.99"
"IL","DJJ","TMH","392.403"
"WS","YYC","CDG","7362.087"
"W3","ABV","ENU","283.521"
"JD","SJW","HGH","1038.423"
"TO","ORY","PMO","1454.075"
"Y4","MTY","SJD","1015.614"
"4T","BSL","HRG","3216.438"
"AK","KBR","JHB","525.881"
"AA","DFW","ELP","885.373"
"AA","SBA","DFW","2112.722"
"9W","BOM","DXB","1926.162"
"LA","SCL","MEL","11295.398"
"AA","LIM","DFW","5424.053"
"IJ","NRT","HRB","1614.84"
"AF","LIN","LCY","955.793"
"FL","BOS","BWI","594.054"
"UA","DEN","SNA","1359.686"
"B2","MSQ","KBP","439.198"
"AF","CDG","NRT","9709.929"
"3H","YQC","YWB","137.301"
"CZ","WNH","NNG","410.456"
"9W","KUL","BOM","3624.371"
"OV","KBP","TLL","1079.273"
"MU","XMN","CAN","507.057"
"P4","GJA","LCE","127.796"
"CA","CAI","CAN","7991.463"
"IG","OLB","TRN","501.836"
"T7","MRS","BIA","360.343"
"XY","DXB","JED","1698.993"
"CZ","CKG","CGQ","2311.088"
"AF","LIM","CDG","10276.032"
"G5","CKG","HYN","1440.881"
"GA","NRT","DPS","5610.601"
"WN","PHX","CLE","2790.76"
"WN","DEN","SNA","1359.686"
"TK","IST","ODS","593.196"
"YH","HEH","THL","328.449"
"4B","JST","BWI","224.42"
"QF","DPO","MEL","411.966"
"CZ","MIG","CAN","1228.673"
"AF","BIQ","MRS","544.922"
"IE","IRA","NNB","75.198"
"F9","DEN","CLE","1927.923"
"W6","KTW","NAP","1128.612"
"HO","YNZ","DQA","1538.763"
"7M","CUN","CZM","57.387"
"CA","KWE","CKG","354.021"
"OD","KUL","BOM","3624.371"
"FR","LIS","MAN","1702.703"
"AA","DFW","CMI","1114.374"
"TK","IST","ABV","4163.466"
"DX","BLL","EBJ","44.486"
"NK","LAS","BWI","3381.12"
"US","DSM","PHX","1847.154"
"U2","CDG","CTA","1631.44"
"SKP","HID","KUG","40.95"
"AA","SBA","PHX","730.393"
"AK","KUL","KBR","385.877"
"MU","XMN","HGH","671.888"
"UJ","IST","ODS","593.196"
"US","PHX","ELP","557.712"
"WB","BOM","CAN","4204.285"
"UA","DEN","BNA","1627.584"
"BK","HGH","SWA","838.421"
"MH","CDG","DFW","7944.057"
"PC","BLL","AYT","2651.161"
"Y4","MTY","CZM","1467.858"
"SU","KBP","LED","1052.139"
"XY","JED","ISB","3552.967"
"TU","ORY","DJE","1791.199"
"WO","LAS","YXX","1554.099"
"MF","XMN","NRT","2468.253"
"AA","MFE","DFW","756.293"
"UJ","KBP","AYT","1495.179"
"U6","LED","EVN","2396.069"
"HU","HRB","SJW","1254.483"
"AA","PHX","MRY","960.932"
"TO","PMO","ORY","1454.075"
"WG","YQB","CUN","3186.99"
"SG","VTZ","HYD","511.425"
"SC","NNG","XMN","1036.954"
"FL","BWI","BNA","943.646"
"BA","LHR","YYC","7014.965"
"3U","CKG","DLC","1707.23"
"CX","CDG","HKG","9590.058"
"U2","CDG","MAN","587.996"
"MF","CGQ","HGH","1599.128"
"AA","DSM","DFW","1005.602"
"BA","DEN","LHR","7496.472"
"U2","CDG","BIQ","691.557"
"FR","TRF","WRO","991.533"
"MH","LHR","KUL","10605.487"
"9W","AMD","BOM","444.16"
"AA","ELP","PHX","557.712"
"2L","OLB","BRN","688.122"
"ET","FYT","NDJ","777.862"
"CI","DFW","ANC","4889.263"
"9N","SPR","CUK","20.959"
"LD","HKG","NRT","2962.147"
"A3","SKG","LED","2202.793"
"AK","KUL","HYD","3008.847"
"MU","NRT","CAN","2944.428"
"HO","WUX","XMN","805.106"
"VJ","SGN","THD","1003.888"
"GX","KWE","JNG","1331.521"
"TK","LED","IST","2062.521"
"U2","CTA","BSL","1282.497"
"ZH","XMN","CKG","1273.043"
"VJ","SGN","VDO","1141.682"
"TK","IST","KUF","2094.318"
"FR","REU","EIN","1189.815"
"CX","KHV","HKG","3469.282"
"PS","ODS","IST","593.196"
"EK","JED","DXB","1698.993"
"MU","CGQ","WEH","811.223"
"IG","PMO","CDG","1470.935"
"CA","HGH","NNG","1484.662"
"I2","MAD","NAP","1503.626"
"BJ","DJE","CDG","1814.899"
"AF","CDG","CAN","9456.204"
"PK","ISB","CDG","5895.637"
"TO","AYT","ORY","2642.724"
"AF","CDG","BIQ","691.557"
"CZ","CAN","INC","1814.57"
"GL","IKE","SAE","37.194"
"UL","HRI","JED","4819.918"
"IF","EBL","IST","1430.457"
"UD","EBL","IST","1430.457"
"G5","BFJ","XMN","1300.895"
"CZ","NAO","HUZ","1199.734"
"FL","BWI","LAS","3381.12"
"AK","KUL","CNX","1806.403"
"ZH","NNG","HGH","1484.662"
"ZL","MEL","MQL","456.289"
"CZ","VTE","CAN","1267.494"
"B2","LED","MSQ","671.784"
"U2","NAP","PMO","318.413"
"FR","BLL","TSF","1142.162"
"ET","AXU","LLI","242.534"
"FZ","DXB","ALA","2814.248"
"AC","YYC","LHR","7014.965"
"NK","SJD","DFW","1647.935"
"XY","ISB","JED","3552.967"
"BA","LHR","BOM","7213.041"
"MH","KUL","IST","8387.16"
"AA","NRT","HKG","2962.147"
"WY","SLL","DXB","922.836"
"AT","MRS","CMN","1577.73"
"TP","LIS","ORY","1438.112"
"CZ","HGH","SJW","1038.423"
"HX","HKG","DPS","3456.084"
"3H","YQB","YKL","947.171"
"TP","PIX","TER","119.512"
"AA","IST","LHR","2488.811"
"NS","JNG","XMN","1207.405"
"AF","MRS","BIA","360.343"
"KA","HKG","CCU","2613.795"
"JT","AMQ","MKW","732.542"
"SX","BRN","IBZ","1023.131"
"TO","ORY","CMN","1897.364"
"MH","KUL","XMN","2996.059"
"Y9","BND","DXB","240.791"
"VY","ORY","IBZ","1098.265"
"7H","ANI","ANC","510.075"
"XY","JED","HMB","913.943"
"ZH","CAN","LZO","995.28"
"DL","CDG","CMN","1931.52"
"MU","HGH","SJW","1038.423"
"BA","LHR","HYD","7754.173"
"TO","ORY","NAP","1278.879"
"Y4","GDL","MTY","669.963"
"SE","CDG","MRS","652.819"
"HU","DLC","HGH","976.647"
"TK","SAW","STW","1139.893"
"U2","CDG","MAD","1064.513"
"MU","INC","WUX","1523.485"
"8Q","IST","ODS","593.196"
"KY","HYN","CKG","1440.881"
"WN","PNS","BNA","630.144"
"B2","MSQ","ODS","850.037"
"IG","CDG","PMO","1470.935"
"G4","SAV","CLE","1033.946"
"B2","KUF","MSQ","1451.93"
"9W","RAJ","BOM","418.818"
"9C","CAN","CNX","1572.845"
"PN","CKG","SJW","1206.217"
"BE","MAN","WAT","348.654"
"TU","MAD","DJE","1464.239"
"VS","LHR","ABZ","647.095"
"SJ","HGH","DPS","4370.511"
"AA","PHX","LGB","570.005"
"US","PHX","PDX","1625.086"
"QF","MEL","DXB","11645.111"
"WS","SJD","YYC","3131.239"
"EP","SDG","THR","392.869"
"BJ","CDG","DJE","1814.899"
"AS","PDX","DFW","2597.051"
"NF","SON","LOD","83.058"
"TOM","HRG","MAN","4145.864"
"VS","NRT","LHR","9591.524"
"UA","DEN","SJD","1917.781"
"CGZ","KWE","CKG","354.021"
"ZL","WGA","MEL","364.459"
"CZ","XMN","YNZ","1007.95"
"BA","LHR","MAN","242.811"
"VN","SGN","HKG","1492.977"
"AA","TYR","DFW","164.63"
"JL","KUL","NRT","5408.917"
"3U","KWE","LJG","651.799"
"CA","INC","HGH","1607.844"
"IN","KOE","WGP","373.215"
"LD","HKG","SGN","1492.977"
"NH","NRT","DPS","5610.601"
"UA","LIS","TMS","4565.595"
"EU","INC","LJG","1418.231"
"OQ","CKG","YNZ","1347.969"
"BA","LHR","BSL","719.612"
"AS","ANC","CDB","995.465"
"IN","DPS","LOP","121.957"
"SV","CMN","JED","4747.447"
"UB","HEH","THL","328.449"
"XQ","AYT","NUE","2114.058"
"SV","JED","KUL","7065.7"
"U6","DXB","KUF","3171.16"
"F9","DEN","SNA","1359.686"
"FL","PHX","LAS","410.849"
"DY","CDG","BOS","5534.268"
"AT","CMN","IST","3305.374"
"KX","LCE","GCM","703.73"
"FR","MRS","CTA","1064.059"
"EK","LHR","DXB","5497.926"
"WN","DEN","ELP","908.657"
"NH","NRT","HGH","1955.627"
"US","CMI","DFW","1114.374"
"WN","LAS","LGB","371.509"
"MF","XMN","DLC","1635.364"
"WN","DEN","SJD","1917.781"
"B6","SAV","BOS","1450.379"
"AB","NUE","DJE","1737.454"
"AF","CAN","HGH","1038.357"
"E9","CUN","MAD","7961.518"
"F9","DEN","SBA","1471.392"
"KA","HKG","XMN","496.476"
"CX","HKG","KUL","2543.09"
"FR","CTA","MAD","1641.52"
"HU","DLC","BAV","1001.588"
"FR","CTA","EIN","1731.228"
"U2","BSL","CTA","1282.497"
"TK","JED","IST","2387.531"
"CA","ANC","DFW","4889.263"
"Y4","SJD","MTY","1015.614"
"CZ","SJW","HGH","1038.423"
"AA","CZM","DFW","1701.41"
"CG","GKA","LAE","157.102"
"FR","TPS","PEG","576.494"
"AA","DFW","TGU","2318.483"
"MU","HRB","DLC","835.202"
"AH","ORY","TLM","1556.211"
"PK","DXB","ISB","1925.521"
"MH","LHR","DFW","7627.239"
"MU","HYN","CAN","994.951"
"AF","CDG","JED","4427.103"
"U2","MAN","CTA","2213.11"
"FR","MAN","MAD","1435.661"
"5T","YHK","YYH","135.629"
"JL","SGN","NRT","4383.313"
"KC","KUF","ALA","2262.052"
"CA","CGQ","HGH","1599.128"
"9H","INC","KWE","1330.103"
"WN","CHS","BNA","705.825"
"SP","PIX","TER","119.512"
"UX","JED","MAD","4515.802"
"HO","KWE","LJG","651.799"
"UA","MRY","DEN","1540.77"
"LK","VTE","PCQ","412.751"
"BL","SGN","VDH","744.613"
"QH","SGN","VDO","1141.682"
"IB","IBZ","ORY","1098.265"
"CZ","XMN","KUL","2996.059"
"VA","WLP","BQB","1216.753"
"AI","HYD","BOM","622.839"
"TP","ORY","LIS","1438.112"
"HU","SJW","YIH","907.986"
"AF","CDG","KBP","2032.405"
"AF","EVN","CDG","3409.618"
"US","RIC","BOS","762.318"
"FM","JNG","CGQ","1253.617"
"FL","AMA","DEN","578.607"
"G5","DLC","JNG","615.174"
"BA","EBB","LHR","6496.975"
"VT","MOZ","RFP","200.175"
"EU","CGQ","YNZ","1267.198"
"IR","KER","THR","799.072"
"BY","MAN","CUN","7794.526"
"GL","QUV","QFN","26.133"
"PS","KBP","EVN","1545.457"
"NK","PHX","DFW","1393.866"
"3U","CKG","INC","976.1"
"WN","LAS","TUL","1727.084"
"MS","CAI","CMN","3683.733"
"3U","NNG","HGH","1484.662"
"CU","CUN","HAV","509.168"
"GS","ZYI","XMN","1161.351"
"AV","LIM","CUN","3827.571"
"CA","IST","CAN","7882.105"
"XY","SAW","JED","2329.071"
"CX","HKG","MEL","7412.5"
"G8","CCU","HYD","1207.673"
"LA","MAD","LIM","9526.187"
"CX","HKG","XMN","496.476"
"T7","MRS","BSL","495.269"
"CX","HKG","DXB","5919.684"
"CA","CKG","CAN","965.641"
"FR","TSF","TPS","860.658"
"AR","EZE","SCL","1138.232"
"I2","MAD","CDG","1064.513"
"GA","DPS","LOP","121.957"
"Z9","TSE","ALA","950.542"
"EK","DXB","IST","3028.336"
"SC","SJW","CKG","1206.217"
"MS","MAD","CAI","3349.646"
"NH","CAN","NRT","2944.428"
"AF","LHR","CDG","347.168"
"SC","XMN","DAT","1779.002"
"US","DFW","DEN","1032.098"
"MU","CKG","INC","976.1"
"NK","PDX","LAS","1227.665"
"VN","DPS","SGN","2370.933"
"5P","CCP","SCL","429.112"
"IG","KBP","NAP","1659.025"
"TK","EBL","AYT","1176.869"
"QN","EVN","CDG","3409.618"
"EK","DXB","CAI","2415.445"
"CA","HGH","KWE","1394.304"
"4B","DEN","CDR","356.139"
"SW","OND","ERS","539.375"
"AF","SCL","CDG","11672.85"
"AI","HYD","JED","4136.559"
"QF","HKG","MEL","7412.5"
"MS","CAI","CDG","3210.457"
"BT","LIN","LHR","980.636"
"AA","LHR","PHX","8462.885"
"AA","DFW","HRL","743.869"
"DE","BGI","MAN","6698.856"
"KA","CRK","HKG","1056.394"
"US","DFW","SGF","586.519"
"4O","MTY","LAS","1832.153"
"PC","SAW","MAD","2755.684"
"BA","LHR","ABV","4774.216"
"EK","DXB","KBP","3488.659"
"KS","CDB","ANC","995.465"
"TK","JED","SAW","2329.071"
"BA","YYC","LHR","7014.965"
"FL","DEN","BNA","1627.584"
"9H","YIH","HYN","987.133"
"KC","ALA","LHR","5623.883"
"AF","CDG","LIN","644.078"
"US","PHX","SBA","730.393"
"VS","LAS","LHR","8395.01"
"S2","CCU","VTZ","773.105"
"MU","HKG","WUX","1207.8"
"8Q","AYT","IST","517.731"
"CZ","HGH","HRB","1784.854"
"WN","CLE","BWI","504.803"
"JT","DJJ","MKQ","660.958"
"KL","CMN","CDG","1931.52"
"US","PHX","YYC","1972.619"
"Y4","GDL","DEN","2154.402"
"LA","CHS","SCL","7434.647"
"CA","CKG","SJW","1206.217"
"JD","HGH","CKG","1328.879"
"CZ","WEH","HRB","995.867"
"TP","LIS","NAP","2007.915"
"FR","NAP","WRO","1153.4"
"US","PHX","MRY","960.932"
"UX","MAD","EZE","10085.301"
"TO","ORY","OZZ","2126.841"
"MU","YIH","CAN","816.711"
"AF","CDG","ABV","4470.13"
"D7","HGH","KUL","3636.607"
"PC","SAW","MAN","2729.267"
"AZ","TRN","PMO","901.874"
"U6","EVN","KUF","1547.503"
"CX","ANC","HKG","8164.625"
"IN","DPS","MOF","777.195"
"JD","HGH","SJW","1038.423"
"AA","CLE","DFW","1641.733"
"G3","MAO","EZE","3537.634"
"G4","LAS","LRD","1756.84"
"EY","HKG","BOM","4271.902"
"AB","BSL","IBZ","1089.224"
"3U","DLC","CKG","1707.23"
"BA","BLL","LCY","761.636"
"FD","HKG","CNX","1605.128"
"BA","CDG","DFW","7944.057"
"TK","IST","LHR","2488.811"
"KN","HGH","CAN","1038.357"
"FR","PMO","TSF","834.183"
"WX","LCY","ORY","350.892"
"3U","CKG","ZHA","1016.396"
"KA","CCU","HKG","2613.795"
"UA","CLE","LAS","2929.414"
"CA","SJW","CKG","1206.217"
"KC","LHR","TSE","4796.933"
"ET","FYT","AEH","489.046"
"TO","AYT","MAN","3130.424"
"SV","JED","ISB","3552.967"
"OD","SBW","KUL","1142.699"
"QN","EVN","KUF","1547.503"
"LO","TLL","KBP","1079.273"
"AA","CHS","DFW","1585.226"
"TO","MAN","CTA","2213.11"
"3U","CKG","NNG","805.273"
"LA","CUZ","SCL","2211.112"
"AA","BSL","LHR","719.612"
"S2","UDR","BOM","623.877"
"NS","SJW","CAN","1660.813"
"AA","DFW","BFL","2041.081"
"AA","PHX","ANC","4101.429"
"AC","YZV","YQB","536.741"
"PB","ZTB","YHR","29.011"
"OD","KUL","JHB","250.01"
"MF","XMN","WDS","1138.53"
"NK","LAS","CLE","2929.414"
"6E","HYD","GAU","1677.955"
"F9","DEN","PNS","1896.213"
"JD","LJG","XMN","1807.142"
"CU","HAV","ORY","7738.439"
"CZ","HRB","LDS","317.193"
"9C","SJW","CAN","1660.813"
"F9","DFW","DEN","1032.098"
"PN","CKG","XMN","1273.043"
"4M","EZE","DFW","8533.648"
"SQ","CAI","DXB","2415.445"
"TCX","HRG","MAN","4145.864"
"WN","DEN","PHX","968.538"
"CZ","KWE","LJG","651.799"
"AA","DFW","CHS","1585.226"
"B2","IST","MSQ","1402.883"
"TK","IST","LIS","3212.262"
"FM","HKG","ZHA","386.954"
"IB","MAD","ORY","1030.331"
"AR","EZE","LIM","3152.968"
"FR","PMO","WRO","1467.888"
"LA","ZAL","SCL","725.399"
"BA","LCY","CMF","780.024"
"HU","JNZ","HGH","1210.22"
"SV","ISB","JED","3552.967"
"WO","YXX","LAS","1554.099"
"PC","SAW","DXB","2967.5"
"EP","THR","BND","1056.908"
"WX","ORY","LCY","350.892"
"AA","LHR","LAS","8395.01"
"3U","CKG","SWA","1195.355"
"AA","DFW","SGF","586.519"
"BA","MAD","BOS","5474.383"
"HU","HKG","CKG","1098.077"
"G5","HDG","CKG","1047.188"
"P9","LIM","AQP","765.517"
"6E","CCU","BOM","1665.49"
"PS","KBP","MSQ","439.198"
"AA","PHX","BWI","3209.737"
"NS","SJW","NNG","1850.173"
"B6","LGB","PDX","1362.435"
"MU","YIH","SWA","923.856"
"TK","IST","BAL","1121.559"
"MF","LJG","CKG","711.903"
"US","DFW","CRP","571.758"
"TK","IST","NDJ","3504.836"
"AM","GDL","MTY","669.963"
"DL","YYC","LAS","1674.112"
"IB","ORY","MAD","1030.331"
"SY","CUN","DFW","1657.192"
"WN","BOS","BWI","594.054"
"AI","JED","BOM","3518.844"
"S8","BHE","PPQ","115.83"
"6E","CCU","SGN","2338.911"
"QF","MEL","NRT","8178.839"
"CA","HYN","CAN","994.951"
"B6","LAS","LGB","371.509"
"AP","TRN","PMO","901.874"
"IB","HAV","MAD","7462.26"
"SX","OLB","BRN","688.122"
"TL","WTB","MEL","1298.528"
"HZ","UUS","NRT","1252.007"
"C8","BSG","COO","960.277"
"BA","LHR","BOS","5239.65"
"CZ","NNG","CKG","805.273"
"KC","ALA","IST","3921.436"
"NK","DFW","BWI","1954.769"
"5T","YYH","YHK","135.629"
"CA","HGH","NRT","1955.627"
"AA","BOS","DFW","2509.269"
"FR","IBZ","MAD","458.245"
"MS","CAI","CAN","7991.463"
